config_id,p_intra,spectral_dimension
0,0.6571753484782893,1.4538638760746765
1,0.32891146796030357,1.7884585190307694
2,0.2814811628513625,1.610897843150918
3,0.541051815266313,1.4885591408906165
4,0.6755751758284505,1.4352705109164903
