Time_s,Time_Min,Solar_Flux_W_m2,Albedo_Flux_W_m2,Earth_IR_Flux_W_m2,Total_Flux_W_m2,Is_Eclipse,T_CPU_C,T_Battery_C,T_Payload_C,T_Structure_C,T_Radiator_C,T_Panels_C
2345.0,39.08,0.0,0.0,240.0,240.0,1,20.44,22.16,16.94,11.88,3.69,63.91
2350.0,39.17,0.0,0.0,240.0,240.0,1,20.39,22.14,16.89,11.83,3.65,63.57
2355.0,39.25,0.0,0.0,240.0,240.0,1,20.34,22.13,16.84,11.78,3.6,63.24
2360.0,39.33,0.0,0.0,240.0,240.0,1,20.29,22.11,16.79,11.73,3.56,62.9
2365.0,39.42,0.0,0.0,240.0,240.0,1,20.24,22.09,16.74,11.68,3.51,62.57
2370.0,39.5,0.0,0.0,240.0,240.0,1,20.19,22.07,16.69,11.63,3.46,62.25
2375.0,39.58,0.0,0.0,240.0,240.0,1,20.14,22.05,16.64,11.57,3.42,61.92
2380.0,39.67,0.0,0.0,240.0,240.0,1,20.08,22.03,16.59,11.52,3.37,61.59
2385.0,39.75,0.0,0.0,240.0,240.0,1,20.03,22.01,16.54,11.47,3.33,61.27
2390.0,39.83,0.0,0.0,240.0,240.0,1,19.98,21.99,16.49,11.42,3.28,60.95
2395.0,39.92,0.0,0.0,240.0,240.0,1,19.93,21.97,16.44,11.37,3.24,60.63
2400.0,40.0,0.0,0.0,240.0,240.0,1,19.88,21.95,16.39,11.32,3.19,60.31
2405.0,40.08,0.0,0.0,240.0,240.0,1,19.83,21.93,16.34,11.27,3.15,59.99
2410.0,40.17,0.0,0.0,240.0,240.0,1,19.78,21.91,16.29,11.22,3.1,59.68
2415.0,40.25,0.0,0.0,240.0,240.0,1,19.73,21.89,16.24,11.17,3.06,59.37
2420.0,40.33,0.0,0.0,240.0,240.0,1,19.68,21.87,16.19,11.12,3.01,59.06
2425.0,40.42,0.0,0.0,240.0,240.0,1,19.63,21.85,16.14,11.06,2.96,58.75
2430.0,40.5,0.0,0.0,240.0,240.0,1,19.58,21.82,16.09,11.01,2.92,58.44
2435.0,40.58,0.0,0.0,240.0,240.0,1,19.53,21.8,16.04,10.96,2.87,58.13
2440.0,40.67,0.0,0.0,240.0,240.0,1,19.47,21.78,15.99,10.91,2.83,57.83
2445.0,40.75,0.0,0.0,240.0,240.0,1,19.42,21.76,15.94,10.86,2.78,57.53
2450.0,40.83,0.0,0.0,240.0,240.0,1,19.37,21.74,15.89,10.81,2.74,57.23
2455.0,40.92,0.0,0.0,240.0,240.0,1,19.32,21.72,15.84,10.76,2.69,56.93
2460.0,41.0,0.0,0.0,240.0,240.0,1,19.27,21.7,15.79,10.71,2.65,56.63
2465.0,41.08,0.0,0.0,240.0,240.0,1,19.22,21.68,15.74,10.66,2.6,56.34
2470.0,41.17,0.0,0.0,240.0,240.0,1,19.17,21.65,15.69,10.61,2.56,56.04
2475.0,41.25,0.0,0.0,240.0,240.0,1,19.12,21.63,15.64,10.56,2.51,55.75
2480.0,41.33,0.0,0.0,240.0,240.0,1,19.07,21.61,15.59,10.51,2.47,55.46
2485.0,41.42,0.0,0.0,240.0,240.0,1,19.02,21.59,15.54,10.46,2.42,55.17
2490.0,41.5,0.0,0.0,240.0,240.0,1,18.97,21.57,15.49,10.41,2.37,54.88
2495.0,41.58,0.0,0.0,240.0,240.0,1,18.92,21.54,15.44,10.35,2.33,54.59
2500.0,41.67,0.0,0.0,240.0,240.0,1,18.87,21.52,15.39,10.3,2.28,54.31
2505.0,41.75,0.0,0.0,240.0,240.0,1,18.81,21.5,15.34,10.25,2.24,54.03
2510.0,41.83,0.0,0.0,240.0,240.0,1,18.76,21.48,15.29,10.2,2.19,53.74
2515.0,41.92,0.0,0.0,240.0,240.0,1,18.71,21.45,15.23,10.15,2.15,53.46
2520.0,42.0,0.0,0.0,240.0,240.0,1,18.66,21.43,15.18,10.1,2.1,53.19
2525.0,42.08,0.0,0.0,240.0,240.0,1,18.61,21.41,15.13,10.05,2.06,52.91
2530.0,42.17,0.0,0.0,240.0,240.0,1,18.56,21.38,15.08,10.0,2.01,52.63
2535.0,42.25,0.0,0.0,240.0,240.0,1,18.51,21.36,15.03,9.95,1.97,52.36
2540.0,42.33,0.0,0.0,240.0,240.0,1,18.46,21.34,14.98,9.9,1.92,52.09
2545.0,42.42,0.0,0.0,240.0,240.0,1,18.41,21.32,14.93,9.85,1.88,51.81
2550.0,42.5,0.0,0.0,240.0,240.0,1,18.36,21.29,14.88,9.8,1.83,51.54
2555.0,42.58,0.0,0.0,240.0,240.0,1,18.31,21.27,14.83,9.75,1.79,51.28
2560.0,42.67,0.0,0.0,240.0,240.0,1,18.26,21.24,14.78,9.7,1.74,51.01
2565.0,42.75,0.0,0.0,240.0,240.0,1,18.21,21.22,14.73,9.65,1.7,50.74
2570.0,42.83,0.0,0.0,240.0,240.0,1,18.16,21.2,14.68,9.6,1.65,50.48
2575.0,42.92,0.0,0.0,240.0,240.0,1,18.11,21.17,14.63,9.55,1.61,50.22
2580.0,43.0,0.0,0.0,240.0,240.0,1,18.06,21.15,14.58,9.5,1.56,49.95
2585.0,43.08,0.0,0.0,240.0,240.0,1,18.01,21.13,14.53,9.45,1.52,49.69
2590.0,43.17,0.0,0.0,240.0,240.0,1,17.96,21.1,14.48,9.4,1.47,49.43
2595.0,43.25,0.0,0.0,240.0,240.0,1,17.9,21.08,14.43,9.35,1.43,49.18
2600.0,43.33,0.0,0.0,240.0,240.0,1,17.85,21.05,14.38,9.3,1.38,48.92
2605.0,43.42,0.0,0.0,240.0,240.0,1,17.8,21.03,14.33,9.25,1.34,48.67
2610.0,43.5,0.0,0.0,240.0,240.0,1,17.75,21.0,14.28,9.2,1.29,48.41
2615.0,43.58,0.0,0.0,240.0,240.0,1,17.7,20.98,14.23,9.15,1.25,48.16
2620.0,43.67,0.0,0.0,240.0,240.0,1,17.65,20.95,14.18,9.1,1.21,47.91
2625.0,43.75,0.0,0.0,240.0,240.0,1,17.6,20.93,14.13,9.05,1.16,47.66
2630.0,43.83,0.0,0.0,240.0,240.0,1,17.55,20.9,14.08,9.0,1.12,47.41
2635.0,43.92,0.0,0.0,240.0,240.0,1,17.5,20.88,14.03,8.95,1.07,47.17
2640.0,44.0,0.0,0.0,240.0,240.0,1,17.45,20.85,13.98,8.9,1.03,46.92
2645.0,44.08,0.0,0.0,240.0,240.0,1,17.4,20.83,13.93,8.85,0.98,46.68
2650.0,44.17,0.0,0.0,240.0,240.0,1,17.35,20.8,13.88,8.8,0.94,46.43
2655.0,44.25,0.0,0.0,240.0,240.0,1,17.3,20.78,13.83,8.75,0.89,46.19
2660.0,44.33,0.0,0.0,240.0,240.0,1,17.25,20.75,13.78,8.7,0.85,45.95
2665.0,44.42,0.0,0.0,240.0,240.0,1,17.2,20.73,13.73,8.65,0.8,45.71
2670.0,44.5,0.0,0.0,240.0,240.0,1,17.15,20.7,13.68,8.6,0.76,45.47
2675.0,44.58,0.0,0.0,240.0,240.0,1,17.1,20.68,13.63,8.55,0.72,45.23
2680.0,44.67,0.0,0.0,240.0,240.0,1,17.05,20.65,13.58,8.5,0.67,45.0
2685.0,44.75,0.0,0.0,240.0,240.0,1,17.0,20.62,13.53,8.45,0.63,44.76
2690.0,44.83,0.0,0.0,240.0,240.0,1,16.95,20.6,13.48,8.4,0.58,44.53
2695.0,44.92,0.0,0.0,240.0,240.0,1,16.9,20.57,13.43,8.36,0.54,44.3
2700.0,45.0,0.0,0.0,240.0,240.0,1,16.85,20.55,13.38,8.31,0.49,44.07
2705.0,45.08,0.0,0.0,240.0,240.0,1,16.8,20.52,13.33,8.26,0.45,43.84
2710.0,45.17,0.0,0.0,240.0,240.0,1,16.75,20.49,13.28,8.21,0.41,43.61
2715.0,45.25,0.0,0.0,240.0,240.0,1,16.7,20.47,13.23,8.16,0.36,43.38
2720.0,45.33,0.0,0.0,240.0,240.0,1,16.65,20.44,13.18,8.11,0.32,43.15
2725.0,45.42,0.0,0.0,240.0,240.0,1,16.6,20.41,13.13,8.06,0.27,42.93
2730.0,45.5,0.0,0.0,240.0,240.0,1,16.55,20.39,13.08,8.01,0.23,42.7
2735.0,45.58,0.0,0.0,240.0,240.0,1,16.5,20.36,13.03,7.96,0.18,42.48
2740.0,45.67,0.0,0.0,240.0,240.0,1,16.45,20.33,12.98,7.91,0.14,42.26
2745.0,45.75,0.0,0.0,240.0,240.0,1,16.4,20.31,12.93,7.86,0.1,42.04
2750.0,45.83,0.0,0.0,240.0,240.0,1,16.35,20.28,12.88,7.81,0.05,41.82
2755.0,45.92,0.0,0.0,240.0,240.0,1,16.31,20.25,12.83,7.77,0.01,41.6
2760.0,46.0,0.0,0.0,240.0,240.0,1,16.26,20.23,12.78,7.72,-0.04,41.38
2765.0,46.08,0.0,0.0,240.0,240.0,1,16.21,20.2,12.73,7.67,-0.08,41.16
2770.0,46.17,0.0,0.0,240.0,240.0,1,16.16,20.17,12.68,7.62,-0.12,40.95
2775.0,46.25,0.0,0.0,240.0,240.0,1,16.11,20.14,12.63,7.57,-0.17,40.73
2780.0,46.33,0.0,0.0,240.0,240.0,1,16.06,20.12,12.58,7.52,-0.21,40.52
2785.0,46.42,0.0,0.0,240.0,240.0,1,16.01,20.09,12.53,7.47,-0.25,40.31
2790.0,46.5,0.0,0.0,240.0,240.0,1,15.96,20.06,12.49,7.42,-0.3,40.1
2795.0,46.58,0.0,0.0,240.0,240.0,1,15.91,20.03,12.44,7.38,-0.34,39.89
2800.0,46.67,0.0,0.0,240.0,240.0,1,15.86,20.01,12.39,7.33,-0.39,39.68
2805.0,46.75,0.0,0.0,240.0,240.0,1,15.81,19.98,12.34,7.28,-0.43,39.47
2810.0,46.83,0.0,0.0,240.0,240.0,1,15.76,19.95,12.29,7.23,-0.47,39.26
2815.0,46.92,0.0,0.0,240.0,240.0,1,15.71,19.92,12.24,7.18,-0.52,39.06
2820.0,47.0,0.0,0.0,240.0,240.0,1,15.66,19.9,12.19,7.13,-0.56,38.85
2825.0,47.08,0.0,0.0,240.0,240.0,1,15.61,19.87,12.14,7.09,-0.6,38.65
2830.0,47.17,0.0,0.0,240.0,240.0,1,15.57,19.84,12.09,7.04,-0.65,38.44
2835.0,47.25,0.0,0.0,240.0,240.0,1,15.52,19.81,12.04,6.99,-0.69,38.24
2840.0,47.33,0.0,0.0,240.0,240.0,1,15.47,19.78,11.99,6.94,-0.73,38.04
2845.0,47.42,0.0,0.0,240.0,240.0,1,15.42,19.75,11.94,6.89,-0.78,37.84
2850.0,47.5,0.0,0.0,240.0,240.0,1,15.37,19.73,11.89,6.84,-0.82,37.64
2855.0,47.58,0.0,0.0,240.0,240.0,1,15.32,19.7,11.84,6.8,-0.86,37.44
2860.0,47.67,0.0,0.0,240.0,240.0,1,15.27,19.67,11.8,6.75,-0.91,37.24
2865.0,47.75,0.0,0.0,240.0,240.0,1,15.22,19.64,11.75,6.7,-0.95,37.05
2870.0,47.83,0.0,0.0,240.0,240.0,1,15.17,19.61,11.7,6.65,-0.99,36.85
2875.0,47.92,0.0,0.0,240.0,240.0,1,15.13,19.58,11.65,6.6,-1.04,36.66
2880.0,48.0,0.0,0.0,240.0,240.0,1,15.08,19.55,11.6,6.56,-1.08,36.46
2885.0,48.08,0.0,0.0,240.0,240.0,1,15.03,19.52,11.55,6.51,-1.12,36.27
2890.0,48.17,0.0,0.0,240.0,240.0,1,14.98,19.49,11.5,6.46,-1.17,36.08
2895.0,48.25,0.0,0.0,240.0,240.0,1,14.93,19.47,11.45,6.41,-1.21,35.89
2900.0,48.33,0.0,0.0,240.0,240.0,1,14.88,19.44,11.4,6.36,-1.25,35.7
2905.0,48.42,0.0,0.0,240.0,240.0,1,14.83,19.41,11.35,6.32,-1.29,35.51
2910.0,48.5,0.0,0.0,240.0,240.0,1,14.79,19.38,11.31,6.27,-1.34,35.32
2915.0,48.58,0.0,0.0,240.0,240.0,1,14.74,19.35,11.26,6.22,-1.38,35.13
2920.0,48.67,0.0,0.0,240.0,240.0,1,14.69,19.32,11.21,6.17,-1.42,34.94
2925.0,48.75,0.0,0.0,240.0,240.0,1,14.64,19.29,11.16,6.13,-1.47,34.76
2930.0,48.83,0.0,0.0,240.0,240.0,1,14.59,19.26,11.11,6.08,-1.51,34.57
2935.0,48.92,0.0,0.0,240.0,240.0,1,14.54,19.23,11.06,6.03,-1.55,34.39
2940.0,49.0,0.0,0.0,240.0,240.0,1,14.5,19.2,11.01,5.98,-1.59,34.21
2945.0,49.08,0.0,0.0,240.0,240.0,1,14.45,19.17,10.97,5.94,-1.64,34.02
2950.0,49.17,0.0,0.0,240.0,240.0,1,14.4,19.14,10.92,5.89,-1.68,33.84
2955.0,49.25,0.0,0.0,240.0,240.0,1,14.35,19.11,10.87,5.84,-1.72,33.66
2960.0,49.33,0.0,0.0,240.0,240.0,1,14.3,19.08,10.82,5.8,-1.76,33.48
2965.0,49.42,0.0,0.0,240.0,240.0,1,14.26,19.05,10.77,5.75,-1.81,33.3
2970.0,49.5,0.0,0.0,240.0,240.0,1,14.21,19.02,10.72,5.7,-1.85,33.12
2975.0,49.58,0.0,0.0,240.0,240.0,1,14.16,18.99,10.67,5.65,-1.89,32.95
2980.0,49.67,0.0,0.0,240.0,240.0,1,14.11,18.96,10.63,5.61,-1.93,32.77
2985.0,49.75,0.0,0.0,240.0,240.0,1,14.06,18.93,10.58,5.56,-1.98,32.6
2990.0,49.83,0.0,0.0,240.0,240.0,1,14.02,18.9,10.53,5.51,-2.02,32.42
2995.0,49.92,0.0,0.0,240.0,240.0,1,13.97,18.87,10.48,5.47,-2.06,32.25
3000.0,50.0,0.0,0.0,240.0,240.0,1,13.92,18.84,10.43,5.42,-2.1,32.07
3005.0,50.08,0.0,0.0,240.0,240.0,1,13.87,18.81,10.39,5.37,-2.15,31.9
3010.0,50.17,0.0,0.0,240.0,240.0,1,13.82,18.78,10.34,5.33,-2.19,31.73
3015.0,50.25,0.0,0.0,240.0,240.0,1,13.78,18.75,10.29,5.28,-2.23,31.56
3020.0,50.33,0.0,0.0,240.0,240.0,1,13.73,18.72,10.24,5.23,-2.27,31.39
3025.0,50.42,0.0,0.0,240.0,240.0,1,13.68,18.69,10.19,5.19,-2.31,31.22
3030.0,50.5,0.0,0.0,240.0,240.0,1,13.63,18.66,10.15,5.14,-2.36,31.05
3035.0,50.58,0.0,0.0,240.0,240.0,1,13.59,18.62,10.1,5.09,-2.4,30.88
3040.0,50.67,0.0,0.0,240.0,240.0,1,13.54,18.59,10.05,5.05,-2.44,30.72
3045.0,50.75,0.0,0.0,240.0,240.0,1,13.49,18.56,10.0,5.0,-2.48,30.55
3050.0,50.83,0.0,0.0,240.0,240.0,1,13.44,18.53,9.95,4.95,-2.52,30.38
3055.0,50.92,0.0,0.0,240.0,240.0,1,13.4,18.5,9.91,4.91,-2.56,30.22
3060.0,51.0,0.0,0.0,240.0,240.0,1,13.35,18.47,9.86,4.86,-2.61,30.05
3065.0,51.08,0.0,0.0,240.0,240.0,1,13.3,18.44,9.81,4.81,-2.65,29.89
3070.0,51.17,0.0,0.0,240.0,240.0,1,13.26,18.41,9.76,4.77,-2.69,29.73
3075.0,51.25,0.0,0.0,240.0,240.0,1,13.21,18.38,9.72,4.72,-2.73,29.57
3080.0,51.33,0.0,0.0,240.0,240.0,1,13.16,18.34,9.67,4.68,-2.77,29.41
3085.0,51.42,0.0,0.0,240.0,240.0,1,13.11,18.31,9.62,4.63,-2.82,29.24
3090.0,51.5,0.0,0.0,240.0,240.0,1,13.07,18.28,9.57,4.58,-2.86,29.09
3095.0,51.58,0.0,0.0,240.0,240.0,1,13.02,18.25,9.53,4.54,-2.9,28.93
3100.0,51.67,0.0,0.0,240.0,240.0,1,12.97,18.22,9.48,4.49,-2.94,28.77
3105.0,51.75,0.0,0.0,240.0,240.0,1,12.93,18.19,9.43,4.45,-2.98,28.61
3110.0,51.83,0.0,0.0,240.0,240.0,1,12.88,18.16,9.38,4.4,-3.02,28.45
3115.0,51.92,0.0,0.0,240.0,240.0,1,12.83,18.12,9.34,4.35,-3.06,28.3
3120.0,52.0,0.0,0.0,240.0,240.0,1,12.79,18.09,9.29,4.31,-3.11,28.14
3125.0,52.08,0.0,0.0,240.0,240.0,1,12.74,18.06,9.24,4.26,-3.15,27.99
3130.0,52.17,0.0,0.0,240.0,240.0,1,12.69,18.03,9.19,4.22,-3.19,27.83
3135.0,52.25,0.0,0.0,240.0,240.0,1,12.65,18.0,9.15,4.17,-3.23,27.68
3140.0,52.33,0.0,0.0,240.0,240.0,1,12.6,17.96,9.1,4.12,-3.27,27.53
3145.0,52.42,0.0,0.0,240.0,240.0,1,12.55,17.93,9.05,4.08,-3.31,27.37
3150.0,52.5,0.0,0.0,240.0,240.0,1,12.51,17.9,9.01,4.03,-3.35,27.22
3155.0,52.58,0.0,0.0,240.0,240.0,1,12.46,17.87,8.96,3.99,-3.39,27.07
3160.0,52.67,0.0,0.0,240.0,240.0,1,12.41,17.84,8.91,3.94,-3.43,26.92
3165.0,52.75,0.0,0.0,240.0,240.0,1,12.37,17.8,8.87,3.9,-3.48,26.77
3170.0,52.83,0.0,0.0,240.0,240.0,1,12.32,17.77,8.82,3.85,-3.52,26.62
3175.0,52.92,0.0,0.0,240.0,240.0,1,12.27,17.74,8.77,3.81,-3.56,26.48
3180.0,53.0,0.0,0.0,240.0,240.0,1,12.23,17.71,8.73,3.76,-3.6,26.33
3185.0,53.08,0.0,0.0,240.0,240.0,1,12.18,17.67,8.68,3.72,-3.64,26.18
3190.0,53.17,0.0,0.0,240.0,240.0,1,12.14,17.64,8.63,3.67,-3.68,26.03
3195.0,53.25,0.0,0.0,240.0,240.0,1,12.09,17.61,8.59,3.63,-3.72,25.89
3200.0,53.33,0.0,0.0,240.0,240.0,1,12.04,17.58,8.54,3.58,-3.76,25.74
3205.0,53.42,0.0,0.0,240.0,240.0,1,12.0,17.54,8.49,3.54,-3.8,25.6
3210.0,53.5,0.0,0.0,240.0,240.0,1,11.95,17.51,8.45,3.49,-3.84,25.46
3215.0,53.58,0.0,0.0,240.0,240.0,1,11.91,17.48,8.4,3.45,-3.88,25.31
3220.0,53.67,0.0,0.0,240.0,240.0,1,11.86,17.45,8.35,3.4,-3.92,25.17
3225.0,53.75,0.0,0.0,240.0,240.0,1,11.81,17.41,8.31,3.36,-3.96,25.03
3230.0,53.83,0.0,0.0,240.0,240.0,1,11.77,17.38,8.26,3.31,-4.01,24.89
3235.0,53.92,0.0,0.0,240.0,240.0,1,11.72,17.35,8.21,3.27,-4.05,24.75
3240.0,54.0,0.0,0.0,240.0,240.0,1,11.68,17.32,8.17,3.22,-4.09,24.61
3245.0,54.08,0.0,0.0,240.0,240.0,1,11.63,17.28,8.12,3.18,-4.13,24.47
3250.0,54.17,0.0,0.0,240.0,240.0,1,11.59,17.25,8.08,3.13,-4.17,24.33
3255.0,54.25,0.0,0.0,240.0,240.0,1,11.54,17.22,8.03,3.09,-4.21,24.19
3260.0,54.33,0.0,0.0,240.0,240.0,1,11.49,17.18,7.98,3.04,-4.25,24.05
3265.0,54.42,0.0,0.0,240.0,240.0,1,11.45,17.15,7.94,3.0,-4.29,23.91
3270.0,54.5,0.0,0.0,240.0,240.0,1,11.4,17.12,7.89,2.95,-4.33,23.78
3275.0,54.58,0.0,0.0,240.0,240.0,1,11.36,17.08,7.85,2.91,-4.37,23.64
3280.0,54.67,0.0,0.0,240.0,240.0,1,11.31,17.05,7.8,2.87,-4.41,23.51
3285.0,54.75,0.0,0.0,240.0,240.0,1,11.27,17.02,7.75,2.82,-4.45,23.37
3290.0,54.83,0.0,0.0,240.0,240.0,1,11.22,16.98,7.71,2.78,-4.49,23.24
3295.0,54.92,0.0,0.0,240.0,240.0,1,11.18,16.95,7.66,2.73,-4.53,23.1
3300.0,55.0,0.0,0.0,240.0,240.0,1,11.13,16.92,7.62,2.69,-4.57,22.97
3305.0,55.08,0.0,0.0,240.0,240.0,1,11.09,16.88,7.57,2.64,-4.61,22.84
3310.0,55.17,0.0,0.0,240.0,240.0,1,11.04,16.85,7.52,2.6,-4.65,22.7
3315.0,55.25,0.0,0.0,240.0,240.0,1,11.0,16.82,7.48,2.56,-4.69,22.57
3320.0,55.33,0.0,0.0,240.0,240.0,1,10.95,16.78,7.43,2.51,-4.73,22.44
3325.0,55.42,0.0,0.0,240.0,240.0,1,10.91,16.75,7.39,2.47,-4.77,22.31
3330.0,55.5,0.0,0.0,240.0,240.0,1,10.86,16.72,7.34,2.43,-4.81,22.18
3335.0,55.58,0.0,0.0,240.0,240.0,1,10.82,16.68,7.3,2.38,-4.85,22.05
3340.0,55.67,0.0,0.0,240.0,240.0,1,10.77,16.65,7.25,2.34,-4.89,21.92
3345.0,55.75,0.0,0.0,240.0,240.0,1,10.73,16.62,7.21,2.29,-4.93,21.8
3350.0,55.83,0.0,0.0,240.0,240.0,1,10.68,16.58,7.16,2.25,-4.97,21.67
3355.0,55.92,0.0,0.0,240.0,240.0,1,10.64,16.55,7.12,2.21,-5.01,21.54
3360.0,56.0,0.0,0.0,240.0,240.0,1,10.59,16.51,7.07,2.16,-5.04,21.41
3365.0,56.08,0.0,0.0,240.0,240.0,1,10.55,16.48,7.03,2.12,-5.08,21.29
3370.0,56.17,0.0,0.0,240.0,240.0,1,10.5,16.45,6.98,2.08,-5.12,21.16
3375.0,56.25,0.0,0.0,240.0,240.0,1,10.46,16.41,6.94,2.03,-5.16,21.04
3380.0,56.33,0.0,0.0,240.0,240.0,1,10.42,16.38,6.89,1.99,-5.2,20.91
3385.0,56.42,0.0,0.0,240.0,240.0,1,10.37,16.34,6.85,1.95,-5.24,20.79
3390.0,56.5,0.0,0.0,240.0,240.0,1,10.33,16.31,6.8,1.9,-5.28,20.66
3395.0,56.58,0.0,0.0,240.0,240.0,1,10.28,16.28,6.76,1.86,-5.32,20.54
3400.0,56.67,0.0,0.0,240.0,240.0,1,10.24,16.24,6.71,1.82,-5.36,20.42
3405.0,56.75,0.0,0.0,240.0,240.0,1,10.19,16.21,6.67,1.77,-5.4,20.3
3410.0,56.83,0.0,0.0,240.0,240.0,1,10.15,16.17,6.62,1.73,-5.44,20.17
3415.0,56.92,0.0,0.0,240.0,240.0,1,10.11,16.14,6.58,1.69,-5.48,20.05
3420.0,57.0,0.0,0.0,240.0,240.0,1,10.06,16.11,6.53,1.64,-5.51,19.93
3425.0,57.08,0.0,0.0,240.0,240.0,1,10.02,16.07,6.49,1.6,-5.55,19.81
3430.0,57.17,0.0,0.0,240.0,240.0,1,9.97,16.04,6.44,1.56,-5.59,19.69
3435.0,57.25,0.0,0.0,240.0,240.0,1,9.93,16.0,6.4,1.51,-5.63,19.57
3440.0,57.33,0.0,0.0,240.0,240.0,1,9.89,15.97,6.35,1.47,-5.67,19.45
3445.0,57.42,0.0,0.0,240.0,240.0,1,9.84,15.93,6.31,1.43,-5.71,19.34
3450.0,57.5,0.0,0.0,240.0,240.0,1,9.8,15.9,6.26,1.39,-5.75,19.22
3455.0,57.58,0.0,0.0,240.0,240.0,1,9.75,15.87,6.22,1.34,-5.79,19.1
3460.0,57.67,0.0,0.0,240.0,240.0,1,9.71,15.83,6.18,1.3,-5.83,18.98
3465.0,57.75,0.0,0.0,240.0,240.0,1,9.67,15.8,6.13,1.26,-5.86,18.87
3470.0,57.83,0.0,0.0,240.0,240.0,1,9.62,15.76,6.09,1.22,-5.9,18.75
3475.0,57.92,0.0,0.0,240.0,240.0,1,9.58,15.73,6.04,1.17,-5.94,18.64
3480.0,58.0,0.0,0.0,240.0,240.0,1,9.54,15.69,6.0,1.13,-5.98,18.52
3485.0,58.08,0.0,0.0,240.0,240.0,1,9.49,15.66,5.95,1.09,-6.02,18.41
3490.0,58.17,0.0,0.0,240.0,240.0,1,9.45,15.62,5.91,1.05,-6.06,18.29
3495.0,58.25,0.0,0.0,240.0,240.0,1,9.41,15.59,5.87,1.0,-6.1,18.18
3500.0,58.33,0.0,0.0,240.0,240.0,1,9.36,15.56,5.82,0.96,-6.13,18.07
3505.0,58.42,0.0,0.0,240.0,240.0,1,9.32,15.52,5.78,0.92,-6.17,17.95
3510.0,58.5,0.0,0.0,240.0,240.0,1,9.28,15.49,5.73,0.88,-6.21,17.84
3515.0,58.58,0.0,0.0,240.0,240.0,1,9.23,15.45,5.69,0.83,-6.25,17.73
3520.0,58.67,0.0,0.0,240.0,240.0,1,9.19,15.42,5.65,0.79,-6.29,17.62
3525.0,58.75,0.0,0.0,240.0,240.0,1,9.15,15.38,5.6,0.75,-6.32,17.51
3530.0,58.83,0.0,0.0,240.0,240.0,1,9.1,15.35,5.56,0.71,-6.36,17.4
3535.0,58.92,0.0,0.0,240.0,240.0,1,9.06,15.31,5.52,0.67,-6.4,17.29
3540.0,59.0,0.0,0.0,240.0,240.0,1,9.02,15.28,5.47,0.62,-6.44,17.18
3545.0,59.08,0.0,0.0,240.0,240.0,1,8.97,15.24,5.43,0.58,-6.48,17.07
3550.0,59.17,0.0,0.0,240.0,240.0,1,8.93,15.21,5.39,0.54,-6.52,16.96
3555.0,59.25,0.0,0.0,240.0,240.0,1,8.89,15.17,5.34,0.5,-6.55,16.85
3560.0,59.33,0.0,0.0,240.0,240.0,1,8.85,15.14,5.3,0.46,-6.59,16.74
3565.0,59.42,0.0,0.0,240.0,240.0,1,8.8,15.1,5.26,0.41,-6.63,16.64
3570.0,59.5,0.0,0.0,240.0,240.0,1,8.76,15.07,5.21,0.37,-6.67,16.53
3575.0,59.58,0.0,0.0,240.0,240.0,1,8.72,15.03,5.17,0.33,-6.7,16.42
3580.0,59.67,0.0,0.0,240.0,240.0,1,8.68,15.0,5.13,0.29,-6.74,16.31
3585.0,59.75,0.0,0.0,240.0,240.0,1,8.63,14.96,5.08,0.25,-6.78,16.21
3590.0,59.83,0.0,0.0,240.0,240.0,1,8.59,14.93,5.04,0.21,-6.82,16.1
3595.0,59.92,0.0,0.0,240.0,240.0,1,8.55,14.89,5.0,0.16,-6.85,16.0
3600.0,60.0,0.0,0.0,240.0,240.0,1,8.51,14.86,4.95,0.12,-6.89,15.89
3605.0,60.08,0.0,0.0,240.0,240.0,1,8.46,14.82,4.91,0.08,-6.93,15.79
3610.0,60.17,0.0,0.0,240.0,240.0,1,8.42,14.79,4.87,0.04,-6.97,15.69
3615.0,60.25,0.0,0.0,240.0,240.0,1,8.38,14.75,4.82,-0.0,-7.01,15.58
3620.0,60.33,0.0,0.0,240.0,240.0,1,8.34,14.72,4.78,-0.04,-7.04,15.48
3625.0,60.42,0.0,0.0,240.0,240.0,1,8.29,14.68,4.74,-0.08,-7.08,15.38
3630.0,60.5,0.0,0.0,240.0,240.0,1,8.25,14.65,4.7,-0.12,-7.12,15.27
3635.0,60.58,0.0,0.0,240.0,240.0,1,8.21,14.61,4.65,-0.17,-7.15,15.17
3640.0,60.67,0.0,0.0,240.0,240.0,1,8.17,14.58,4.61,-0.21,-7.19,15.07
3645.0,60.75,0.0,0.0,240.0,240.0,1,8.13,14.54,4.57,-0.25,-7.23,14.97
3650.0,60.83,0.0,0.0,240.0,240.0,1,8.08,14.51,4.52,-0.29,-7.27,14.87
3655.0,60.92,0.0,0.0,240.0,240.0,1,8.04,14.47,4.48,-0.33,-7.3,14.77
3660.0,61.0,0.0,0.0,240.0,240.0,1,8.0,14.43,4.44,-0.37,-7.34,14.67
3665.0,61.08,0.0,0.0,240.0,240.0,1,7.96,14.4,4.4,-0.41,-7.38,14.57
3670.0,61.17,0.0,0.0,240.0,240.0,1,7.92,14.36,4.35,-0.45,-7.41,14.47
3675.0,61.25,0.0,0.0,240.0,240.0,1,7.87,14.33,4.31,-0.49,-7.45,14.37
3680.0,61.33,0.0,0.0,240.0,240.0,1,7.83,14.29,4.27,-0.53,-7.49,14.27
