Step,Day,Avg_Temp_Std,Max_Temp_Std,Avg_Temp_Coop,Max_Temp_Coop,RMSE_Std,RMSE_Coop,Tasks_Offloaded
265,16.5625,-6.78001411955739,112.1998588044261,-12.180014119557391,58.199858804426086,8.153069134633649,1.4841929413824082,330
270,16.875,-6.5318557123585235,114.68144287641476,-11.931855712358521,60.68144287641479,8.278468057409412,1.364808986935025,336
275,17.1875,4.898017809013469,116.17653976476933,1.1222576761018055,62.176539764769316,8.400329363028671,1.4892631559340803,343
280,17.5,4.241261648874809,116.67593170000256,1.6696452230181165,62.67593170000259,8.521989678761189,1.370883574230925,349
285,17.8125,4.653231853663658,116.17653976476922,2.12082502366392,62.67593170000259,8.648216280980797,1.488768036054397,355
290,18.125,-11.075445471125537,69.22723025222409,-16.475445471125532,15.227230252224096,8.777198461939282,1.369289909173041,361
295,18.4375,-12.011348447050725,59.88651552949274,-17.411348447050727,5.8865155294927405,8.89695815891551,1.5017326492085608,367
300,18.75,-20.0,-20.0,-20.0,-20.0,9.027642026818295,1.373924079121903,373
305,19.0625,-6.780014119557364,112.19985880442636,-12.180014119557365,58.199858804426356,9.144547267438355,1.5056282163822743,380
310,19.375,-6.531855712358504,114.68144287641496,-11.931855712358507,60.681442876414934,9.259335769234326,1.3723829336848685,386
315,19.6875,4.898017809013469,116.17653976476933,1.1222576761014706,62.176539764769316,9.392520081792327,1.4992060455604697,393
320,20.0,4.241261648874678,116.67593170000256,1.669645223017764,62.67593170000259,9.514713488729416,1.376760604618069,399
325,20.3125,4.653231853664247,116.17653976476933,2.120825023664503,62.67593170000259,9.637559508200814,1.5071592852855291,405
330,20.625,-11.07544547112493,69.22723025222662,-16.475445471124928,15.227230252226626,9.756534922469939,1.3779838239109021,411
335,20.9375,-12.011348447050718,59.88651552949281,-17.41134844705072,5.886515529492815,9.889917734481017,1.495124479432573,417
340,21.25,-20.0,-20.0,-20.0,-20.0,10.016828182230416,1.3692015601740557,423
345,21.5625,-6.780014119557421,112.19985880442579,-12.180014119557423,58.19985880442577,10.135834566162062,1.4963842692584843,430
350,21.875,-6.531855712358547,114.68144287641454,-11.931855712358544,60.68144287641455,10.255901745933006,1.3720221461188806,436
355,22.1875,4.898017809013526,116.17653976476919,1.1222576761021543,62.1765397647692,10.375097793344938,1.5026642431740036,443
360,22.5,4.241261648874749,116.67593170000256,1.6696452230177272,62.67593170000259,10.501082080281735,1.3810671433306516,449
365,22.8125,4.653231853663124,116.17653976476916,2.120825023663383,62.67593170000259,10.622517759869677,1.5030812412396588,455
370,23.125,-11.075445471125304,69.22723025222506,-16.475445471125305,15.227230252225056,10.74768521041467,1.3721928927856084,461
375,23.4375,-12.011348447050622,59.88651552949378,-17.41134844705062,5.886515529493774,10.870925637145344,1.488738780027967,467
380,23.75,-20.0,-20.0,-20.0,-20.0,10.993103550015643,1.3684636891177995,473
385,24.0625,-6.780014119557341,112.19985880442658,-12.18001411955734,58.1998588044266,11.123077396231515,1.4927047824814001,480
390,24.375,-6.531855712358563,114.68144287641437,-11.931855712358564,60.681442876414366,11.241530825405516,1.364870824078705,486
395,24.6875,4.898017809013433,116.17653976476942,1.1222576761010514,62.17653976476939,11.35619504336457,1.4850244064614713,493
400,25.0,4.241261648874621,116.67593170000256,1.6696452230177754,62.67593170000259,11.48176716151858,1.3672374739226647,499
405,25.3125,4.65323185366412,116.17653976476961,2.1208250236643815,62.67593170000259,11.607592869927021,1.4930237006595775,505
410,25.625,-11.07544547112509,69.22723025222597,-16.475445471125088,15.22723025222598,11.717758707758573,1.369323834900786,511
415,25.9375,-12.011348447050791,59.88651552949209,-17.41134844705079,5.886515529492087,11.83605010146034,1.4968329363498225,517
420,26.25,-20.0,-20.0,-20.0,-20.0,11.959858165669285,1.3745871064626054,523
425,26.5625,-6.780014119557398,112.19985880442601,-12.180014119557399,58.199858804426015,12.077452377320222,1.5036557390958583,530
430,26.875,-6.53185571235853,114.6814428764147,-11.93185571235853,60.68144287641471,12.209631371201224,1.3768233661045606,536
435,27.1875,4.898017809013474,116.17653976476922,1.1222576761013143,62.176539764769245,12.32683419505028,1.4995334879332423,543
440,27.5,4.241261648874689,116.67593170000256,1.6696452230177528,62.67593170000259,12.444203135507427,1.3697646000461674,549
445,27.8125,4.653231853664193,116.17653976476947,2.1208250236644517,62.67593170000259,12.573764546104996,1.489267143829944,555
450,28.125,-11.075445471125466,69.22723025222437,-16.475445471125468,15.22723025222436,12.704628050970882,1.3609331887057856,561
455,28.4375,-12.011348447050697,59.88651552949304,-17.411348447050695,5.886515529493046,12.825717963030684,1.4939814513991825,567
460,28.75,-20.0,-20.0,-20.0,-20.0,12.96424621134488,1.370844587736385,573
465,29.0625,-6.780014119557424,112.19985880442576,-12.180014119557425,58.199858804425745,13.090631420872437,1.4914240617895325,580
470,29.375,-6.531855712358549,114.68144287641451,-11.93185571235855,60.68144287641451,13.220422189504324,1.3670726077558055,586
475,29.6875,4.898017809013385,116.17653976476947,1.1222576761011098,62.17653976476946,13.34675584632306,1.4900662964777105,593
