time,T_measured,T_predicted_60s,error,action_taken,power_W,estimated_C,estimated_eps
715,63.64015187596865,56.12040661897038,10.049260471349463,NOMINAL,30.0,500.0,0.98
720,63.92961569882365,56.325004646180105,10.123156214107297,NOMINAL,30.0,500.0,0.98
725,64.44069129106924,56.52857011678287,10.419471414576947,NOMINAL,30.0,500.0,0.98
730,63.67965932184189,56.73108619511106,9.444507155193783,NOMINAL,30.0,500.0,0.98
735,63.88449398991213,56.93253632353287,9.436257734175229,NOMINAL,30.0,500.0,0.98
740,65.05049747234807,57.132904219164004,10.390045116789452,NOMINAL,30.0,500.0,0.98
745,65.18102460857399,57.33217387055464,10.309243622108923,NOMINAL,30.0,500.0,0.98
750,65.39897031321131,57.53032953435621,10.316767338630044,NOMINAL,30.0,500.0,0.98
755,65.68631090623784,57.72735573197127,10.394611457287155,NOMINAL,30.0,500.0,0.98
760,65.41059432520771,57.92323724618933,9.910342486597273,NOMINAL,30.0,500.0,0.98
765,66.10239646455398,58.11795911781377,10.394554594951558,NOMINAL,30.0,500.0,0.98
770,66.36659829409454,58.31150664228085,10.452146732168373,NOMINAL,30.0,500.0,0.98
775,66.09479515007257,58.50386536627508,9.974731923633158,NOMINAL,30.0,500.0,0.98
780,67.61487049896743,58.69502108434443,11.2902110372562,NOMINAL,30.0,500.0,0.98
785,67.1470032584817,58.884959835515815,10.61878010764903,NOMINAL,30.0,500.0,0.98
790,66.54061771865604,59.07366789991562,9.809880260465874,NOMINAL,30.0,500.0,0.98
795,67.68879634793441,59.26113179539675,10.756610521728561,NOMINAL,30.0,500.0,0.98
800,67.09548482453923,59.44733827417383,9.962932852490127,NOMINAL,30.0,500.0,0.98
805,68.19671908171934,59.632274319470355,10.86489919739536,NOMINAL,30.0,500.0,0.98
810,68.60085998219625,59.81592714217783,11.070886162460567,NOMINAL,30.0,500.0,0.98
815,67.8276303437193,59.99828417753025,10.10063204397909,NOMINAL,30.0,500.0,0.98
820,68.93408268836883,60.17933308179511,11.011204581188096,NOMINAL,30.0,500.0,0.98
825,68.87121223309661,60.35906172898211,10.753613950182725,NOMINAL,30.0,500.0,0.98
830,69.28627352866373,60.537458207572854,10.975129406234473,NOMINAL,30.0,500.0,0.98
835,70.03204694685851,60.714510817270195,11.528545774393791,NOMINAL,30.0,500.0,0.98
840,69.16733980637994,60.89020806577139,10.472684578758816,NOMINAL,30.0,500.0,0.98
845,69.11751693976773,61.06453866556467,10.232924612789319,NOMINAL,30.0,500.0,0.98
850,69.25193832594371,61.23749153075062,10.178639575227947,NOMINAL,30.0,500.0,0.98
855,69.48905215002424,61.40905577388992,10.228291133285609,NOMINAL,30.0,500.0,0.98
860,70.05661154685659,61.57922070287822,10.609645669542388,NOMINAL,30.0,500.0,0.98
865,70.46187922601258,61.74797581784924,10.829978910294315,NOMINAL,30.0,500.0,0.98
870,70.62371781405989,61.915310808106085,10.808166271165362,NOMINAL,30.0,500.0,0.98
875,71.09095439821817,62.08121554908314,11.093047404089134,NOMINAL,30.0,500.0,0.98
880,70.87376833526393,62.24568009933796,10.694814009522972,NOMINAL,30.0,500.0,0.98
885,71.78184659486476,62.408694697574276,11.423165183072854,NOMINAL,30.0,500.0,0.98
890,71.10846436949333,62.570249759696935,10.571388028678598,NOMINAL,30.0,500.0,0.98
895,72.78448538456509,62.73033587589873,12.070357972001446,NOMINAL,30.0,500.0,0.98
900,71.91873120359789,62.88894380778066,11.02890806881085,NOMINAL,30.0,500.0,0.98
905,71.35669832135653,63.046064485504246,10.292546101332675,NOMINAL,30.0,500.0,0.98
910,71.42708758486019,63.20168900497919,10.189984002434798,NOMINAL,30.0,500.0,0.98
915,72.37889845325529,63.355808625083114,10.970232118652433,NOMINAL,30.0,500.0,0.98
920,72.19892563996763,63.508414764916836,10.620095855465479,NOMINAL,30.0,500.0,0.98
925,72.838513319805,63.659499001093536,11.090929887498163,NOMINAL,30.0,500.0,0.98
930,72.88684423148031,63.809053065063324,10.971927264110306,NOMINAL,30.0,500.0,0.98
935,72.78037483944502,63.95706884047161,10.699554574269541,NOMINAL,30.0,500.0,0.98
940,72.5578032334443,64.1035383605539,10.312519849114096,NOMINAL,30.0,500.0,0.98
945,72.38602974866947,64.24845380556462,9.977733185082542,NOMINAL,30.0,500.0,0.98
950,73.08028733445722,64.39180750024218,10.510437115557849,NOMINAL,30.0,500.0,0.98
955,73.88966970039365,64.5335919113084,11.15973475988477,NOMINAL,30.0,500.0,0.98
960,73.72427272271437,64.67379964500418,10.835731232649607,NOMINAL,30.0,500.0,0.98
965,73.1479382198863,64.81242344466011,10.102277422109438,NOMINAL,30.0,500.0,0.98
970,74.00880233961067,64.94945618830224,10.807518380008275,NOMINAL,30.0,500.0,0.98
975,74.26409377787441,65.08489088629375,10.90869154340767,NOMINAL,30.0,500.0,0.98
980,73.77654509378428,65.21872067901086,10.268538052266393,NOMINAL,30.0,500.0,0.98
985,74.44018729995439,65.350938834555,10.781097342538132,NOMINAL,30.0,500.0,0.98
990,74.535089077658,65.4815387464987,10.726446363999543,NOMINAL,30.0,500.0,0.98
995,74.07496552547366,65.61051393166798,10.118308331537037,NOMINAL,30.0,500.0,0.98
1000,74.96361336280317,65.7378580279576,10.860487931270868,NOMINAL,30.0,500.0,0.98
1005,75.20118119048355,65.8635647921825,10.953141583737576,NOMINAL,30.0,500.0,0.98
1010,75.59618132729024,65.98762809796239,11.20478928292873,NOMINAL,30.0,500.0,0.98
1015,75.71321845119682,66.11004193364101,11.180043240050665,NOMINAL,30.0,500.0,0.98
1020,74.62693691609041,66.23080040024018,9.953555202704536,NOMINAL,30.0,500.0,0.98
1025,74.97410332878819,66.34989770944577,10.162099034332172,NOMINAL,30.0,500.0,0.98
1030,75.82556552433658,66.46732818162894,10.876529691909411,NOMINAL,30.0,500.0,0.98
1035,75.94775851934261,66.58308624389946,10.86328918163619,NOMINAL,30.0,500.0,0.98
1040,76.0689905648149,66.6971664281927,10.850692614100922,NOMINAL,30.0,500.0,0.98
1045,77.85621517576499,66.80956336938965,12.505700236170242,NOMINAL,30.0,500.0,0.98
1050,76.33145702226642,66.92027180346838,10.850343324301775,NOMINAL,30.0,500.0,0.98
