baseline,mean_metric,mean_time_s,mean_acc_per_sec,status_ok_pct,win_rate_real,win_rate_total
AI_Feynman,,,,0.0,0.5555555555555556,0.35714285714285715
OUR_PIPELINE_EV3,866.6781250503839,42.90594434000086,0.02332404636138103,1.0,0.5555555555555556,0.35714285714285715
OUR_PIPELINE_SINDy,,1.15999995614402e-05,0.0,0.0,0.5555555555555556,0.35714285714285715
OUR_PIPELINE_TOPO,,5.160001455806195e-06,,0.0,0.5555555555555556,0.35714285714285715
PySINDy,,,,0.0,0.5555555555555556,0.35714285714285715
Ripser,422.2,0.04967218000092544,,1.0,0.5555555555555556,0.35714285714285715
sklearn_RF,0.9964819685983755,0.35594522499923187,2.865312031750152,0.8,0.5555555555555556,0.35714285714285715
