feature,original_score,knockoff_score,statistic_w,selected
feature_0,0.9591016417186363,0.0446452253672761,0.9144564163513602,False
feature_1,0.009977517343331981,0.08255428119308257,-0.07257676384975059,False
feature_2,0.4275631409279002,0.08554078945793171,0.3420223514699685,False
feature_3,0.052060396498266014,0.11733991268240178,-0.06527951618413577,False
feature_4,0.1740692571740868,0.018673525228638688,0.15539573194544812,False
