feature,correlation,p_value,is_significant
feature_0,0.9591016417186363,0.004975124378109453,True
feature_1,0.009977517343331981,0.8955223880597015,False
feature_2,-0.4275631409279002,0.004975124378109453,True
feature_3,-0.052060396498266014,0.527363184079602,False
feature_4,-0.1740692571740868,0.07462686567164178,False
