time_seconds,cycle,phase,pressure_torr,shroud_temp,node_id,measured_temp
60.0,1,COLD_RAMP,9.974034e+00,-142.50,5,-92.782
60.0,1,COLD_RAMP,9.974034e+00,-142.50,6,-76.138
65.0,1,COLD_RAMP,7.146708e+00,-155.00,1,-75.000
65.0,1,COLD_RAMP,7.146708e+00,-155.00,2,-89.571
65.0,1,COLD_RAMP,7.146708e+00,-155.00,3,-104.566
65.0,1,COLD_RAMP,7.146708e+00,-155.00,4,-118.414
65.0,1,COLD_RAMP,7.146708e+00,-155.00,5,-98.968
65.0,1,COLD_RAMP,7.146708e+00,-155.00,6,-81.749
70.0,1,COLD_RAMP,5.120840e+00,-167.50,1,-80.043
70.0,1,COLD_RAMP,5.120840e+00,-167.50,2,-94.960
70.0,1,COLD_RAMP,5.120840e+00,-167.50,3,-110.383
70.0,1,COLD_RAMP,5.120840e+00,-167.50,4,-124.734
70.0,1,COLD_RAMP,5.120840e+00,-167.50,5,-104.613
70.0,1,COLD_RAMP,5.120840e+00,-167.50,6,-86.943
75.0,1,COLD_RAMP,3.669242e+00,-180.00,1,-84.688
75.0,1,COLD_RAMP,3.669242e+00,-180.00,2,-99.942
75.0,1,COLD_RAMP,3.669242e+00,-180.00,3,-115.730
75.0,1,COLD_RAMP,3.669242e+00,-180.00,4,-130.528
75.0,1,COLD_RAMP,3.669242e+00,-180.00,5,-109.841
75.0,1,COLD_RAMP,3.669242e+00,-180.00,6,-91.696
80.0,1,COLD_RAMP,2.629127e+00,-180.00,1,-88.970
80.0,1,COLD_RAMP,2.629127e+00,-180.00,2,-104.250
80.0,1,COLD_RAMP,2.629127e+00,-180.00,3,-120.372
80.0,1,COLD_RAMP,2.629127e+00,-180.00,4,-135.378
80.0,1,COLD_RAMP,2.629127e+00,-180.00,5,-114.319
80.0,1,COLD_RAMP,2.629127e+00,-180.00,6,-96.033
85.0,1,COLD_RAMP,1.883852e+00,-180.00,1,-92.807
85.0,1,COLD_RAMP,1.883852e+00,-180.00,2,-108.262
85.0,1,COLD_RAMP,1.883852e+00,-180.00,3,-124.303
85.0,1,COLD_RAMP,1.883852e+00,-180.00,4,-139.450
85.0,1,COLD_RAMP,1.883852e+00,-180.00,5,-118.291
85.0,1,COLD_RAMP,1.883852e+00,-180.00,6,-99.817
90.0,1,COLD_RAMP,1.349839e+00,-180.00,1,-96.262
90.0,1,COLD_RAMP,1.349839e+00,-180.00,2,-111.789
90.0,1,COLD_RAMP,1.349839e+00,-180.00,3,-127.962
90.0,1,COLD_RAMP,1.349839e+00,-180.00,4,-142.900
90.0,1,COLD_RAMP,1.349839e+00,-180.00,5,-121.786
