day,mode,winner_sat_id,max_temp_cpu,avg_temp_cpu,total_tasks_completed,total_overheat_incidents
27.60,egoistic,6,71.68,33.97,277,22
27.70,egoistic,7,69.85,33.47,278,22
27.80,egoistic,8,68.24,33.04,279,22
27.90,egoistic,9,78.16,33.68,280,22
28.00,egoistic,0,62.62,32.55,281,22
28.10,egoistic,1,82.22,33.82,282,22
28.20,egoistic,2,81.51,34.53,283,22
28.30,egoistic,3,59.96,32.54,284,22
28.40,egoistic,4,83.22,33.90,285,22
28.50,egoistic,5,61.79,32.67,286,22
28.60,egoistic,6,69.21,32.53,287,22
28.70,egoistic,7,74.11,33.01,288,22
28.80,egoistic,8,66.33,32.45,289,22
28.90,egoistic,9,54.56,30.91,290,22
29.00,egoistic,0,82.19,32.75,291,22
29.10,egoistic,1,60.38,31.61,292,22
29.20,egoistic,2,60.73,31.04,293,22
29.30,egoistic,3,80.41,32.60,294,22
29.40,egoistic,4,65.04,32.07,295,22
29.50,egoistic,5,83.18,33.63,296,22
29.60,egoistic,6,77.16,34.06,297,22
29.70,egoistic,7,62.88,32.78,298,22
29.80,egoistic,8,53.94,31.16,299,22
29.90,egoistic,9,85.45,33.22,300,23
