Timestamp_s,Day,T_CPU_C,T_Battery_C,T_Payload_C,Power_CPU_W,Power_Payload_W,In_Pass,Throttled,Safe_Mode
206400.0,2.388888888888889,21.844705108484504,-1.5334679839385217,17.008085422780425,5.0,0.0,1,0,1
207000.0,2.3958333333333335,15.642607940826622,7.174115573795291,14.588447562712304,5.0,0.0,0,0,1
207600.0,2.4027777777777777,3.062571538177224,6.06522721072588,2.5081998196723134,5.0,0.0,0,0,1
208200.0,2.4097222222222223,-7.280885978790934,0.38864060944871426,-8.173617129846605,5.0,0.0,0,0,1
208800.0,2.4166666666666665,-15.674417536536453,-6.715016599645594,-16.857875687907438,5.0,0.0,0,0,1
209400.0,2.423611111111111,-22.738188569473152,-13.894762224856606,-24.12274707265027,5.0,0.0,1,0,1
210000.0,2.4305555555555554,-28.85564332270826,-20.64298262458084,-30.38497873759073,5.0,0.0,0,0,1
210600.0,2.4375,-29.54973860278173,-26.014312862974236,-32.86364383192853,5.0,0.0,0,0,1
211200.0,2.4444444444444446,2.5672121482691637,-17.687929175191414,-5.125065719739723,5.0,0.0,0,0,1
211800.0,2.451388888888889,21.84470510848456,-1.5334679839385217,17.008085422780425,5.0,0.0,1,0,1
212400.0,2.4583333333333335,15.642607940826736,7.1741155737954045,14.588447562712417,5.0,0.0,0,0,1
213000.0,2.4652777777777777,3.062571538177224,6.065227210725936,2.5081998196723703,5.0,0.0,0,0,1
213600.0,2.4722222222222223,-7.280885978790934,0.3886406094487711,-8.173617129846605,5.0,0.0,0,0,1
214200.0,2.4791666666666665,-15.674417536536453,-6.715016599645594,-16.857875687907438,5.0,0.0,0,0,1
214800.0,2.486111111111111,-22.738188569473152,-13.894762224856606,-24.12274707265027,5.0,0.0,1,0,1
215400.0,2.4930555555555554,-28.85564332270826,-20.64298262458084,-30.38497873759073,5.0,0.0,0,0,1
216000.0,2.5,-29.54973860278173,-26.014312862974236,-32.86364383192853,5.0,0.0,1,0,1
216600.0,2.5069444444444446,2.567212148269107,-17.68792917519147,-5.12506571973978,5.0,0.0,0,0,1
217200.0,2.513888888888889,21.844705108484447,-1.5334679839385785,17.00808542278037,5.0,0.0,1,0,1
217800.0,2.5208333333333335,15.642607940826622,7.174115573795291,14.588447562712304,5.0,0.0,0,0,1
218400.0,2.5277777777777777,3.062571538177224,6.06522721072588,2.5081998196723134,5.0,0.0,0,0,1
219000.0,2.5347222222222223,-7.280885978790934,0.38864060944871426,-8.173617129846605,5.0,0.0,0,0,1
219600.0,2.5416666666666665,-15.674417536536453,-6.715016599645594,-16.857875687907438,5.0,0.0,0,0,1
220200.0,2.548611111111111,-22.738188569473152,-13.894762224856606,-24.12274707265027,5.0,0.0,1,0,1
220800.0,2.5555555555555554,-28.85564332270826,-20.64298262458084,-30.38497873759073,5.0,0.0,0,0,1
221400.0,2.5625,-29.54973860278173,-26.014312862974236,-32.86364383192853,5.0,0.0,0,0,1
222000.0,2.5694444444444446,2.567212148269107,-17.68792917519147,-5.12506571973978,5.0,0.0,0,0,1
222600.0,2.576388888888889,21.84470510848439,-1.5334679839385785,17.00808542278037,5.0,0.0,1,0,1
223200.0,2.5833333333333335,15.642607940826224,7.174115573795177,14.588447562711963,5.0,0.0,0,0,1
223800.0,2.5902777777777777,3.062571538176826,6.065227210725652,2.5081998196719155,5.0,0.0,0,0,1
224400.0,2.5972222222222223,-7.280885978791275,0.38864060944843004,-8.173617129846946,5.0,0.0,0,0,1
225000.0,2.6041666666666665,-15.67441753653668,-6.715016599645878,-16.857875687907665,5.0,0.0,0,0,1
225600.0,2.611111111111111,-22.73818856947338,-13.89476222485689,-24.12274707265047,5.0,0.0,1,0,1
226200.0,2.6180555555555554,-28.85564332270843,-20.642982624581037,-30.384978737590927,5.0,0.0,0,0,1
226800.0,2.625,-29.549738602781844,-26.014312862974435,-32.86364383192867,5.0,0.0,0,0,1
227400.0,2.6319444444444446,2.567212148269107,-17.687929175191556,-5.12506571973978,5.0,0.0,0,0,1
228000.0,2.638888888888889,21.844705108484334,-1.5334679839386354,17.00808542278031,5.0,0.0,1,0,1
228600.0,2.6458333333333335,15.642607940826338,7.17411557379512,14.588447562712076,5.0,0.0,0,0,1
229200.0,2.6527777777777777,3.0625715381769396,6.065227210725652,2.508199819672029,5.0,0.0,0,0,1
229800.0,2.6597222222222223,-7.280885978791218,0.3886406094484869,-8.173617129846889,5.0,0.0,0,0,1
230400.0,2.6666666666666665,-15.674417536536623,-6.715016599645821,-16.857875687907608,5.0,0.0,0,0,1
231000.0,2.673611111111111,-22.738188569473323,-13.894762224856777,-24.122747072650412,5.0,0.0,1,0,1
231600.0,2.6805555555555554,-28.855643322708374,-20.64298262458098,-30.38497873759087,5.0,0.0,0,0,1
232200.0,2.6875,-29.549738602781844,-26.01431286297438,-32.86364383192867,5.0,0.0,0,0,1
232800.0,2.6944444444444446,2.56721214826905,-17.687929175191528,-5.125065719739837,5.0,0.0,0,0,1
233400.0,2.701388888888889,21.84470510848439,-1.5334679839385785,17.00808542278031,5.0,0.0,1,0,1
234000.0,2.7083333333333335,15.642607940826451,7.174115573795234,14.588447562712133,5.0,0.0,0,0,1
234600.0,2.7152777777777777,3.0625715381770533,6.065227210725766,2.508199819672143,5.0,0.0,0,0,1
235200.0,2.7222222222222223,-7.280885978791105,0.38864060944860057,-8.173617129846775,5.0,0.0,0,0,1
235800.0,2.7291666666666665,-15.674417536536566,-6.715016599645708,-16.85787568790755,5.0,0.0,0,0,1
236400.0,2.736111111111111,-22.738188569473266,-13.89476222485672,-24.122747072650355,5.0,0.0,1,0,1
237000.0,2.7430555555555554,-28.855643322708318,-20.642982624580924,-30.384978737590814,5.0,0.0,0,0,1
237600.0,2.75,-29.54973860278173,-26.01431286297432,-32.863643831928556,5.0,0.0,1,0,1
238200.0,2.7569444444444446,2.5672121482692205,-17.687929175191414,-5.125065719739666,5.0,0.0,0,0,1
238800.0,2.763888888888889,21.84470510848439,-1.5334679839385217,17.00808542278031,5.0,0.0,1,0,1
239400.0,2.7708333333333335,15.642607940826565,7.174115573795291,14.588447562712247,5.0,0.0,0,0,1
240000.0,2.7777777777777777,3.062571538177167,6.065227210725823,2.5081998196722566,5.0,0.0,0,0,1
240600.0,2.7847222222222223,-7.280885978790991,0.3886406094486574,-8.173617129846662,5.0,0.0,0,0,1
