Hour,Sat_0_Temp_C,Sat_1_Temp_C,Sat_2_Temp_C,Sat_3_Temp_C,Sat_4_Temp_C,Sat_5_Temp_C,Sat_6_Temp_C,Sat_7_Temp_C,Sat_8_Temp_C,Sat_9_Temp_C
115,116.23503903559174,63.510370369814666,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23503903559174,43.067883706610075,13.62106946598169,-8.427585481413985,-8.427585481413985
116,116.23501977612597,43.06135351589876,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23501977612597,43.06135351589876,13.62106946598169,-8.427585481413985,-8.427585481413985
117,141.88504287881807,43.05482292877616,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.235000349909,43.05482292877616,13.62106946598169,-8.427585481413985,-8.427585481413985
118,116.23498075694107,43.048291945231256,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23498075694107,43.048291945231256,13.62106946598169,-8.427585481413985,31.04575139571864
119,116.23496099722178,43.04176056525341,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23496099722178,43.04176056525341,13.62106946598169,23.34307674819007,-8.427585481413985
120,116.23494107075129,43.035228788831944,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23494107075129,43.035228788831944,47.76230097559346,-8.427585481413985,-8.427585481413985
121,116.23492097752933,43.02869661595571,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23492097752933,43.02869661595571,13.62106946598169,-8.427585481413985,-8.427585481413985
122,116.23490071755617,43.02216404661408,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23490071755617,43.02216404661408,13.62106946598169,-8.427585481413985,-8.427585481413985
123,116.23488029083131,43.0156310807962,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23488029083131,63.03243813682758,13.62106946598169,-8.427585481413985,-8.427585481413985
124,116.2348596973552,43.00909771849132,-8.427585481413985,-8.427585481413985,-8.427585481413985,129.44737031253834,43.00909771849132,13.62106946598169,-8.427585481413985,-8.427585481413985
125,116.23483893712728,43.00256395968859,-8.427585481413985,-8.427585481413985,33.382679237040065,116.23483893712728,43.00256395968859,13.62106946598169,-8.427585481413985,-8.427585481413985
126,116.23481801014765,42.996029804377145,-8.427585481413985,33.47608832682312,-8.427585481413985,116.23481801014765,42.996029804377145,13.62106946598169,-8.427585481413985,-8.427585481413985
127,116.23479691641631,42.98949525254625,25.64083234077276,-8.427585481413985,-8.427585481413985,116.23479691641631,42.98949525254625,13.62106946598169,-8.427585481413985,-8.427585481413985
128,116.23477565593316,65.58495259965696,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23477565593316,42.98296030418521,13.62106946598169,-8.427585481413985,-8.427585481413985
129,116.2347542286983,42.97642495928295,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.2347542286983,42.97642495928295,13.62106946598169,-8.427585481413985,-8.427585481413985
130,116.23473263471135,42.96988921782889,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23473263471135,42.96988921782889,13.62106946598169,-8.427585481413985,-8.427585481413985
131,135.08894659627742,42.96335307981218,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23471087397218,42.96335307981218,13.62106946598169,-8.427585481413985,-8.427585481413985
132,116.2346889464813,42.95681654522207,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.2346889464813,42.95681654522207,13.62106946598169,-8.427585481413985,28.371148521089765
133,116.23466685223792,42.9502796140477,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23466685223792,42.9502796140477,13.62106946598169,33.37960173901848,-8.427585481413985
134,116.23464459124244,42.94374228627834,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23464459124244,42.94374228627834,59.38765736008986,-8.427585481413985,-8.427585481413985
135,116.23462216349475,42.93720456190306,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23462216349475,77.15318004435568,13.62106946598169,-8.427585481413985,-8.427585481413985
136,116.2345995689945,42.930666440911295,-8.427585481413985,-8.427585481413985,-8.427585481413985,141.4935712573852,42.930666440911295,13.62106946598169,-8.427585481413985,-8.427585481413985
137,116.23457680774192,42.924127923292076,-8.427585481413985,-8.427585481413985,9.309232364190734,116.23457680774192,42.924127923292076,13.62106946598169,-8.427585481413985,-8.427585481413985
138,116.23455387973672,42.917589009034714,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23455387973672,42.917589009034714,13.62106946598169,-8.427585481413985,-8.427585481413985
139,116.23453078497892,42.911049698128465,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23453078497892,42.911049698128465,13.62106946598169,-8.427585481413985,-8.427585481413985
140,116.23450752346844,42.904509990562644,-8.427585481413985,11.634268023409959,-8.427585481413985,116.23450752346844,42.904509990562644,13.62106946598169,-8.427585481413985,-8.427585481413985
141,116.23448409520523,42.89796988632611,33.421721763365326,-8.427585481413985,-8.427585481413985,116.23448409520523,42.89796988632611,13.62106946598169,-8.427585481413985,-8.427585481413985
142,116.23446050018902,72.56376889793762,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23446050018902,42.891429385408344,13.62106946598169,-8.427585481413985,-8.427585481413985
143,116.23443673842019,42.88488848779866,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23443673842019,42.88488848779866,13.62106946598169,-8.427585481413985,-8.427585481413985
144,127.5903550762381,42.87834719348615,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23441280989817,42.87834719348615,13.62106946598169,-8.427585481413985,-8.427585481413985
145,116.23438871462315,42.87180550246006,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23438871462315,42.87180550246006,13.62106946598169,-8.427585481413985,9.829828340952702
146,116.23436445259495,42.865263414709716,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23436445259495,42.865263414709716,13.62106946598169,-8.427585481413985,-8.427585481413985
147,116.2343400238135,42.858720930224194,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.2343400238135,42.858720930224194,13.62106946598169,-8.427585481413985,-8.427585481413985
148,116.23431542827876,42.85217804899281,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23431542827876,42.85217804899281,13.62106946598169,26.535741424732862,-8.427585481413985
149,116.23429066599067,42.845634771004995,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23429066599067,42.845634771004995,13.62106946598169,-8.427585481413985,-8.427585481413985
150,116.234265736949,42.83909109624966,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.234265736949,42.83909109624966,13.62106946598169,-8.427585481413985,-8.427585481413985
151,116.23424064115392,42.832547024716405,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23424064115392,42.832547024716405,13.62106946598169,-8.427585481413985,-8.427585481413985
152,116.23421537860509,42.82600255639426,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23421537860509,42.82600255639426,30.487431408959424,-8.427585481413985,-8.427585481413985
153,116.23418994930262,42.819457691272476,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23418994930262,42.819457691272476,13.62106946598169,-8.427585481413985,-8.427585481413985
154,116.23416435324629,42.812912429340315,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23416435324629,42.812912429340315,13.62106946598169,-8.427585481413985,-8.427585481413985
