time,power_w,T_cpu_measured,T_cpu_real,T_cpu_estimated,T_rad_measured,T_rad_real,estimated_C,estimated_eps,residual
2065,0.0,-7.32821820887197,-8.395220357334892,-8.04999945290939,-16.815954155323055,-16.70647373477243,177.28360381819533,0.8424279167686294,0.7217812440374196
2070,0.0,-8.559658895859888,-8.517831364246717,-8.196987592790492,-17.213852100118864,-16.786470048040997,176.48690205766337,0.8616460876210063,-0.362671303069396
2075,0.0,-9.00529503494727,-8.638712857009011,-8.341457911836244,-16.769428313911384,-16.866367486183663,175.04790575619555,0.8968040357720126,-0.6638371231110263
2080,0.0,-8.399125923392203,-8.757939183363533,-8.483945287653228,-17.644315309285478,-16.946155279725645,175.23063696425544,0.8923142744715776,0.08481936426102443
2085,0.0,-8.220214550521094,-8.875580857696775,-8.623219633651956,-17.943023101011374,-17.025823565442295,176.07794486918326,0.8709931470492017,0.4030050831308625
2090,0.0,-8.14244544827452,-8.991704772675973,-8.758926266689514,-17.6306440747879,-17.10536332723308,177.33415552130555,0.8383947419458557,0.6164808184149937
2095,0.0,-8.664482853910545,-9.106374398769844,-8.890940192173446,-17.457869255112282,-17.184766340428183,177.77965134585162,0.8264260612866683,0.22645733826290027
2100,0.0,-8.711019922420846,-9.219649972363584,-9.02000296459488,-17.14676364472198,-17.26402511936044,178.37212809419665,0.8101037232839846,0.3089830421740345
2105,0.0,-9.565253472062329,-9.331588673134206,-9.146103113050629,-17.179344707342402,-17.343132868039277,177.58983628337037,0.8322351889161151,-0.4191503590117005
2110,0.0,-9.273865705002775,-9.442244791313726,-9.270266396514216,-17.795086688771672,-17.422083433768393,177.58319579241345,0.8324251458291386,-0.0035993084885586057
2115,0.0,-8.712202145215857,-9.551669885430158,-9.392008119587047,-16.876428373471256,-17.500871263552256,178.81241172735534,0.7965642940954482,0.67980597437119
2120,0.0,-9.987115691461906,-9.659912931080385,-9.510608705108893,-17.659075488399658,-17.579491363143433,177.97917434657916,0.8216894964614224,-0.47650698635301225
2125,0.0,-9.479577663283049,-9.76702046125763,-9.627518974424333,-16.419826593152585,-17.657939258586936,178.23526315964432,0.8138923241897968,0.14794131114128461
