artifact_path,artifact_type,size_bytes,last_modified
dashboard/src/components/scientific/SweepComparisonPanel.tsx,unknown,6590,2026-05-20 22:49:12
dashboard/src/components/scientific/Timeline.tsx,unknown,7919,2026-05-24 15:59:35
dashboard/src/components/ui/AmbientBorder.tsx,unknown,895,2026-05-18 22:09:47
dashboard/src/components/ui/AnimatedBorder.tsx,unknown,1789,2026-05-18 19:14:44
dashboard/src/components/ui/ComplexitySwitcher.tsx,unknown,2700,2026-05-24 14:05:49
dashboard/src/components/ui/FocusContainer.tsx,unknown,554,2026-05-20 16:05:33
dashboard/src/components/ui/GlassCard.tsx,unknown,1404,2026-05-24 14:05:29
dashboard/src/components/ui/GlassPanel.tsx,unknown,1643,2026-05-24 14:05:31
dashboard/src/components/ui/KaTeX.tsx,unknown,955,2026-05-18 19:14:26
dashboard/src/components/ui/LanguageSwitcher.tsx,unknown,1317,2026-05-19 08:22:53
dashboard/src/components/ui/PremiumCard.tsx,unknown,1241,2026-05-24 14:05:35
dashboard/src/components/ui/ScientificSurface.tsx,unknown,1074,2026-05-24 14:05:37
dashboard/src/components/ui/StatusIndicator.tsx,unknown,1287,2026-05-19 08:22:50
dashboard/src/constants/index.ts,unknown,1767,2026-05-24 19:32:13
dashboard/src/data/benchmarkData.ts,unknown,2070,2026-05-18 16:44:12
dashboard/src/data/bibliography.ts,unknown,10188,2026-05-20 14:44:49
dashboard/src/data/hypotheses.ts,unknown,7388,2026-05-19 22:12:36
dashboard/src/data/index.ts,unknown,2269,2026-05-20 14:45:14
dashboard/src/data/learningData.ts,unknown,27984,2026-05-23 14:14:30
dashboard/src/data/openQuestions.ts,unknown,5934,2026-05-19 22:13:08
dashboard/src/data/projectInfo.ts,unknown,1513,2026-05-18 16:43:47
dashboard/src/data/references.ts,unknown,6252,2026-05-19 22:36:10
dashboard/src/data/researchFindings.ts,unknown,14983,2026-05-19 22:36:33
dashboard/src/data/roadmapData.ts,unknown,3020,2026-05-18 16:44:39
dashboard/src/data/scientificLog.ts,unknown,2977,2026-05-23 14:14:16
dashboard/src/data/scientificMemory.ts,unknown,4196,2026-05-19 22:36:26
dashboard/src/data/theoryData.ts,unknown,9746,2026-05-23 14:14:13
dashboard/src/data/timelineData.ts,unknown,5497,2026-05-18 16:44:25
dashboard/src/hooks/useExperimentData.ts,unknown,894,2026-05-20 14:46:42
dashboard/src/hooks/useHistoricalSweeps.ts,unknown,1969,2026-05-20 22:47:46
dashboard/src/hooks/useManifoldSnapshots.ts,unknown,927,2026-05-21 09:54:41
dashboard/src/hooks/useMassiveSweepReport.ts,unknown,928,2026-05-20 22:38:07
dashboard/src/hooks/useScientificArtifacts.ts,unknown,1315,2026-05-20 19:44:41
dashboard/src/hooks/useScientificRegressionReport.ts,unknown,840,2026-05-21 09:29:32
dashboard/src/hooks/useSessionData.ts,unknown,3275,2026-05-20 15:15:02
dashboard/src/hooks/useTelemetry.ts,unknown,1071,2026-05-20 14:46:40
dashboard/src/lib/i18n/dictionaries.ts,unknown,4024,2026-05-20 14:15:56
dashboard/src/lib/realtime/index.ts,unknown,5283,2026-05-20 16:09:51
dashboard/src/lib/utils/cn.ts,unknown,761,2026-05-18 16:43:14
dashboard/src/stores/appStore.ts,unknown,5080,2026-05-28 15:43:50
dashboard/src/types/discoveries.ts,unknown,6808,2026-05-21 14:12:27
dashboard/src/types/experiments.ts,unknown,1503,2026-05-20 15:00:41
dashboard/src/types/index.ts,unknown,578,2026-05-20 14:44:44
dashboard/src/types/scientific.ts,unknown,3942,2026-05-20 14:44:35
dashboard/src/types/telemetry.ts,unknown,1682,2026-05-20 14:44:38
datasets/cad_simulation_results.csv,CSV Dataset,2753,2026-05-28 03:52:33
datasets/cad_thermal_network.json,JSON Config,18327945,2026-05-28 15:46:24
datasets/fem_correlation_results.csv,CSV Dataset,870,2026-05-28 08:12:40
datasets/geometry_optimal_design.json,JSON Config,532,2026-05-28 19:15:54
datasets/geometry_pareto_front.csv,CSV Dataset,4247,2026-05-28 19:15:54
datasets/hil_results.csv,CSV Dataset,31682,2026-05-28 19:11:03
datasets/nasa_atcs_telemetry.csv,CSV Dataset,24203,2026-05-29 14:21:27
datasets/orbital_simulation_results.csv,CSV Dataset,253412,2026-05-27 22:20:02
datasets/telemetry.csv,CSV Dataset,14921,2026-05-28 15:46:30
datasets/telemetry_cleaned.csv,CSV Dataset,49453,2026-05-29 14:21:27
datasets/thermal_dataset.csv,CSV Dataset,15193287,2026-05-27 13:45:28
datasets/thermal_dataset_test.csv,CSV Dataset,605216,2026-05-27 13:45:28
docs/README.md,Markdown Document,1889,2026-05-29 21:35:34
docs/REQUIREMENTS_TRACEABILITY_MATRIX.csv,CSV Dataset,2045,2026-05-29 21:35:31
docs/SOFTWARE_DEVELOPMENT_PLAN.md,Markdown Document,4703,2026-05-29 21:35:22
docs/SOFTWARE_VERIFICATION_PLAN.md,Markdown Document,4759,2026-05-29 21:35:26
docs/papers/README.md,Markdown Document,374,2026-05-26 15:50:52
models/pinn_thermal.pth,unknown,55422,2026-05-28 20:29:53
models/pinn_thermal_2596938_117521ab.pth,unknown,55724,2026-05-28 20:29:53
openmdao_examples/run_margin_maximization.py,Python Script,2724,2026-05-29 14:20:58
openmdao_examples/run_power_scheduling_opt.py,Python Script,3639,2026-05-29 14:20:53
openmdao_examples/run_radiator_opt.py,Python Script,5071,2026-05-29 14:20:50
openmdao_integration/components.py,Python Script,10243,2026-05-29 14:20:41
openmdao_integration/mdo_benchmarks.md,Markdown Document,3020,2026-05-29 14:21:15
openmdao_integration/system.py,Python Script,2342,2026-05-29 14:20:44
physics/experiment_versioning.py,Python Script,10094,2026-05-26 15:52:13
physics/__init__.py,Python Script,37,2026-05-28 14:13:00
physics/artifacts/experiments.db,unknown,12288,2026-05-28 20:29:52
physics/core/__init__.py,Python Script,42,2026-05-28 14:13:02
physics/core/neurosymbolic/neural_ode.py,Python Script,1828,2026-05-28 15:40:47
physics/core/neurosymbolic/pinn.py,Python Script,1063,2026-05-28 19:04:25
physics/core/neurosymbolic/symbolic.py,Python Script,2296,2026-05-28 15:40:49
physics/core/neurosymbolic/__init__.py,Python Script,224,2026-05-28 15:40:51
real_telemetry_pipeline/dataset_preprocessing.ipynb,Jupyter Notebook,851,2026-05-29 14:21:48
real_telemetry_pipeline/dataset_preprocessing.py,Python Script,3139,2026-05-29 14:21:31
real_telemetry_pipeline/nasa_dataset_inventory.md,Markdown Document,2912,2026-05-29 14:21:39
real_telemetry_pipeline/pipeline.py,Python Script,5698,2026-05-29 14:21:22
real_telemetry_pipeline/real_vs_synthetic_comparison.md,Markdown Document,2859,2026-05-29 14:21:43
real_telemetry_pipeline/telemetry_validation_report.md,Markdown Document,2781,2026-05-29 14:21:46
reports/aging_report.md,Markdown Document,4316,2026-05-28 14:21:44
reports/cad_optimization_report.md,Markdown Document,2610,2026-05-28 07:33:02
reports/cavity_radiation_report.md,Markdown Document,2695,2026-05-28 19:37:38
reports/closed_loop_report.md,Markdown Document,2618,2026-05-28 14:08:24
reports/constellation_report.md,Markdown Document,2938,2026-05-28 14:08:47
reports/discovery_report.md,Markdown Document,3610,2026-05-28 07:33:04
reports/ecss_margins_summary.md,Markdown Document,1829,2026-05-28 14:22:24
reports/experiment_report.md,Markdown Document,1930,2026-05-28 07:33:05
reports/fdir_report.md,Markdown Document,3060,2026-05-28 19:13:48
reports/fem_correlation_report.md,Markdown Document,3016,2026-05-28 08:12:40
reports/geometry_optimization_report.md,Markdown Document,2791,2026-05-28 19:15:54
reports/hil_real_report.md,Markdown Document,3868,2026-05-28 19:14:54
reports/hil_report.md,Markdown Document,1915,2026-05-28 02:06:14
reports/hpc_report.md,Markdown Document,2381,2026-05-28 14:22:46
reports/material_comparison_report.md,Markdown Document,3778,2026-05-28 19:12:11
reports/observability_report.md,Markdown Document,3695,2026-05-28 19:10:51
reports/operational_validation_report.md,Markdown Document,3021,2026-05-28 14:07:49
reports/real_data_report.md,Markdown Document,1436,2026-05-27 13:51:27
reports/stiffness_report.md,Markdown Document,2238,2026-05-28 15:42:41
reports/stiff_benchmark_report.md,Markdown Document,3983,2026-05-28 19:10:28
reports/thermal_os_final_report.md,Markdown Document,2434,2026-05-28 19:55:52
reports/thermal_validation_report.md,Markdown Document,2073,2026-05-27 13:45:46
reports/transient_power_report.md,Markdown Document,1880,2026-05-28 19:44:36
reports/tvac_correlation_report.md,Markdown Document,2579,2026-05-28 14:22:10
reports/uncertainty_report.md,Markdown Document,1656,2026-05-28 07:33:01
reproduce/reproduce_t18.py,Python Script,3700,2026-05-28 08:12:35
satellite/API_DOCS.md,Markdown Document,5503,2026-05-28 14:07:04
satellite/ARCHITECTURE.md,Markdown Document,8235,2026-05-28 07:33:35
satellite/BUSINESS_CASE.md,Markdown Document,4858,2026-05-28 08:12:06
satellite/CHANGELOG.md,Markdown Document,1104,2026-05-28 07:33:56
satellite/CITATION.cff,unknown,493,2026-05-28 08:11:46
satellite/DEMO_SCRIPT.md,Markdown Document,6090,2026-05-28 08:12:07
satellite/DEPLOYMENT.md,Markdown Document,4116,2026-05-28 14:05:26
satellite/Dockerfile,unknown,244,2026-05-27 22:21:24
satellite/LICENSE.md,Markdown Document,630,2026-05-27 22:21:24
satellite/PRICING.md,Markdown Document,599,2026-05-27 22:21:24
satellite/README.md,Markdown Document,15640,2026-05-28 08:12:00
satellite/ROADMAP.md,Markdown Document,4862,2026-05-28 07:33:27
satellite/run_thermal_pipeline.py,Python Script,3130,2026-05-28 20:21:56
satellite/thermal_network_eclipse.png,unknown,165329,2026-05-29 13:01:57
satellite/thermal_network_high_load.png,unknown,188589,2026-05-29 13:01:57
satellite/thermal_network_nominal.png,unknown,189249,2026-05-29 13:01:57
satellite/WHITEPAPER.md,Markdown Document,9139,2026-05-28 08:12:03
satellite/adcs/adcs_thermal_coupling.py,Python Script,15092,2026-05-28 19:40:28
satellite/adcs/adcs_thermal_coupling_plot.png,unknown,277187,2026-05-28 19:41:52
satellite/adcs/adcs_thermal_report.md,Markdown Document,2041,2026-05-28 19:41:52
satellite/adcs/adcs_thermal_results.csv,CSV Dataset,468,2026-05-28 19:41:52
satellite/api/Dockerfile,unknown,805,2026-05-29 12:46:00
satellite/api/requirements.txt,unknown,201,2026-05-29 12:46:03
satellite/api/thermal_api.py,Python Script,43233,2026-05-29 14:12:24
satellite/auth/multi_tenant.py,Python Script,7326,2026-05-29 12:46:35
satellite/auth/README.md,Markdown Document,1287,2026-05-29 12:46:38
satellite/autonomy/causal_graph.json,JSON Config,1838,2026-05-29 12:53:14
satellite/autonomy/evolving_twin_report.md,Markdown Document,2072,2026-05-29 12:53:28
satellite/autonomy/evolving_twin_results.csv,CSV Dataset,15956,2026-05-29 12:53:28
satellite/autonomy/fault_recovery_ai.py,Python Script,12205,2026-05-29 12:53:11
satellite/autonomy/fault_recovery_report.md,Markdown Document,3068,2026-05-29 12:53:14
satellite/autonomy/fault_recovery_results.csv,CSV Dataset,6642,2026-05-29 12:53:14
satellite/autonomy/mission_planner.py,Python Script,14025,2026-05-29 12:52:20
satellite/autonomy/mission_plan_example.json,JSON Config,11354,2026-05-29 12:52:22
satellite/autonomy/planner_report.md,Markdown Document,5821,2026-05-29 12:52:22
satellite/autonomy/rl_agent.zip,unknown,23002,2026-05-29 12:52:58
satellite/autonomy/rl_control_report.md,Markdown Document,2008,2026-05-29 12:52:58
satellite/autonomy/rl_thermal_control.py,Python Script,14874,2026-05-29 12:52:46
satellite/autonomy/self_evolving_twin.py,Python Script,9928,2026-05-29 12:53:21
satellite/autonomy/self_healing_plot.png,unknown,149480,2026-05-28 19:56:28
satellite/autonomy/self_healing_report.md,Markdown Document,1337,2026-05-28 19:56:28
satellite/autonomy/self_healing_results.csv,CSV Dataset,10376,2026-05-28 19:56:28
satellite/autonomy/self_healing_twin.py,Python Script,13327,2026-05-28 19:56:25
satellite/cad/cubesat_cube.stl,unknown,2273,2026-05-27 22:30:53
satellite/cloud/deploy.sh,unknown,694,2026-05-27 22:21:24
satellite/cloud/deploy_production.py,Python Script,3291,2026-05-28 14:05:14
satellite/cloud/deploy_saas.py,Python Script,14292,2026-05-27 22:16:19
satellite/cloud/docker-compose.yml,unknown,850,2026-05-28 14:05:17
satellite/cloud/nginx.conf,unknown,1572,2026-05-28 14:05:21
satellite/comms/model_update.py,Python Script,5637,2026-05-29 21:35:02
satellite/comms/protocol_documentation.md,Markdown Document,2991,2026-05-29 12:54:06
satellite/comms/protocol_test.py,Python Script,3577,2026-05-29 12:54:03
satellite/comms/space_protocol_stack.py,Python Script,5948,2026-05-29 12:53:59
satellite/comms/state_sync.py,Python Script,7502,2026-05-29 21:35:15
satellite/comms/sync_simulation_report.md,Markdown Document,1541,2026-05-29 21:36:57
satellite/comms/sync_simulation_results.csv,CSV Dataset,3444,2026-05-29 21:36:57
satellite/constellation/cooperative_ai.py,Python Script,10661,2026-05-28 19:54:09
satellite/constellation/cooperative_report.md,Markdown Document,2332,2026-05-28 19:54:13
satellite/constellation/cooperative_results.csv,CSV Dataset,11727,2026-05-28 19:54:13
satellite/constellation/swarm_intelligence.py,Python Script,9852,2026-05-29 12:53:03
satellite/constellation/swarm_report.md,Markdown Document,2042,2026-05-29 12:53:05
satellite/constellation/swarm_results.csv,CSV Dataset,23968,2026-05-29 12:53:05
satellite/db/init.sql,unknown,7367,2026-05-29 12:46:18
satellite/db/README.md,Markdown Document,1837,2026-05-29 12:46:28
satellite/db/telemetry_warehouse.py,Python Script,11653,2026-05-29 12:46:25
satellite/demo/demo_data.json,JSON Config,27097,2026-05-29 14:15:09
satellite/demo/demo_log.txt,unknown,4077,2026-05-29 14:15:54
satellite/demo/run_demo.py,Python Script,41629,2026-05-28 20:51:11
satellite/demo/demo_frames/frame_01.txt,unknown,951,2026-05-29 14:15:10
satellite/demo/demo_frames/frame_02.txt,unknown,976,2026-05-29 14:15:14
satellite/demo/demo_frames/frame_03.txt,unknown,967,2026-05-29 14:15:18
satellite/demo/demo_frames/frame_04.txt,unknown,976,2026-05-29 14:15:22
satellite/demo/demo_frames/frame_05.txt,unknown,997,2026-05-29 14:15:26
satellite/demo/demo_frames/frame_06.txt,unknown,983,2026-05-29 14:15:30
satellite/demo/demo_frames/frame_07.txt,unknown,982,2026-05-29 14:15:34
satellite/demo/demo_frames/frame_08.txt,unknown,999,2026-05-29 14:15:38
satellite/demo/demo_frames/frame_09.txt,unknown,998,2026-05-29 14:15:42
satellite/demo/demo_frames/frame_10.txt,unknown,993,2026-05-29 14:15:46
satellite/demo/demo_frames/frame_11.txt,unknown,984,2026-05-29 14:15:50
satellite/demo/demo_frames/frame_12.txt,unknown,990,2026-05-29 14:15:54
satellite/demo/demo_screenshots/ai_prediction_correlation.png,unknown,196529,2026-05-29 14:15:09
satellite/demo/demo_screenshots/anomaly_detection_trends.png,unknown,163551,2026-05-29 14:15:09
satellite/demo/demo_screenshots/autonomous_thermal_control.png,unknown,308170,2026-05-29 14:15:09
satellite/demo/demo_screenshots/constellation_view.png,unknown,195032,2026-05-29 14:15:09
satellite/demo/demo_screenshots/design_optimization_pareto.png,unknown,124386,2026-05-29 14:15:09
satellite/demo/demo_screenshots/monte_carlo_uncertainty.png,unknown,103093,2026-05-29 14:15:09
satellite/demo/demo_screenshots/orbital_simulation.png,unknown,306807,2026-05-29 14:15:09
satellite/demo/demo_screenshots/self_healing_calibration.png,unknown,230660,2026-05-29 14:15:09
satellite/deploy/.env.example,unknown,697,2026-05-29 12:45:54
satellite/deploy/DEPLOYMENT.md,Markdown Document,4054,2026-05-29 12:46:12
satellite/deploy/deploy_production.sh,unknown,3169,2026-05-29 12:48:20
satellite/deploy/docker-compose.yml,unknown,2695,2026-05-29 12:48:14
satellite/deploy/Makefile,unknown,276,2026-05-29 12:46:08
satellite/deploy/nginx.conf,unknown,4471,2026-05-29 12:48:17
satellite/deploy/PUBLIC_DEMO.md,Markdown Document,2836,2026-05-29 12:48:23
satellite/docs/WHITEPAPER_TECHNICAL.md,Markdown Document,12702,2026-05-29 12:33:08
satellite/emc/emc_analysis.py,Python Script,13820,2026-05-28 19:40:15
satellite/emc/emc_noise_plot.png,unknown,197990,2026-05-28 19:41:47
satellite/emc/emc_report.md,Markdown Document,2155,2026-05-28 19:41:47
satellite/emc/emc_results.csv,CSV Dataset,1105,2026-05-28 19:41:47
satellite/estimation/los_ekf_comparison.csv,CSV Dataset,557,2026-05-28 19:42:11
satellite/estimation/los_ekf_comparison.png,unknown,403637,2026-05-28 19:42:13
satellite/estimation/los_ekf_report.md,Markdown Document,2129,2026-05-28 19:42:13
satellite/estimation/robust_los_ekf.py,Python Script,19613,2026-05-28 19:41:01
satellite/flight/assurance_report.md,Markdown Document,2175,2026-05-28 19:53:46
satellite/flight/deterministic_embedded_runtime.py,Python Script,10338,2026-05-29 12:53:36
satellite/flight/ecc_hamming.py,Python Script,3367,2026-05-29 12:53:42
satellite/flight/export_report.md,Markdown Document,2487,2026-05-28 19:12:19
satellite/flight/export_to_onnx.py,Python Script,13269,2026-05-28 19:11:54
satellite/flight/flight_benchmark.csv,CSV Dataset,158,2026-05-28 19:12:19
satellite/flight/flight_runtime.py,Python Script,5586,2026-05-28 19:11:42
satellite/flight/flight_telemetry_simulation.csv,CSV Dataset,5549,2026-05-28 19:12:27
satellite/flight/inference.c,C Source,1986,2026-05-29 12:53:38
satellite/flight/misra_check_report.md,Markdown Document,1817,2026-05-29 12:53:38
satellite/flight/pinn_thermal.onnx,unknown,52844,2026-05-28 19:12:19
satellite/flight/radiation_hardened_ai.py,Python Script,8900,2026-05-29 12:53:51
satellite/flight/radiation_hardened_report.md,Markdown Document,2409,2026-05-29 12:53:53
satellite/flight/rtos_runtime_report.md,Markdown Document,3475,2026-05-28 19:41:43
satellite/flight/rtos_runtime_sim.py,Python Script,12368,2026-05-28 19:40:04
satellite/flight/rtos_simulation_results.csv,CSV Dataset,61787,2026-05-28 19:41:43
satellite/flight/software_assurance.py,Python Script,11748,2026-05-28 19:53:43
satellite/flight/surrogate.onnx,unknown,3581,2026-05-28 19:12:18
satellite/flight/surrogate_mlp_inference.c,C Source,11554,2026-05-28 19:12:19
satellite/flight/tmr_inference.py,Python Script,2264,2026-05-29 12:53:45
satellite/flight/traceability_matrix.csv,CSV Dataset,379,2026-05-28 19:53:46
satellite/flight/violations.txt,unknown,653,2026-05-28 19:53:46
satellite/investor/investor_package.py,Python Script,14788,2026-05-29 12:54:35
satellite/investor/INVESTOR_PACKAGE_README.md,Markdown Document,944,2026-05-29 12:54:38
satellite/investor/market_sizing.md,Markdown Document,1124,2026-05-29 12:54:38
satellite/investor/pilot_program.md,Markdown Document,1434,2026-05-29 12:54:38
satellite/investor/pitch_deck.md,Markdown Document,3730,2026-05-29 12:54:38
satellite/investor/pricing.md,Markdown Document,1254,2026-05-29 12:54:38
satellite/investor/roadmap.md,Markdown Document,1781,2026-05-29 12:54:38
satellite/investor/technical_pitch.md,Markdown Document,1844,2026-05-29 12:54:38
satellite/landing/index.html,unknown,12864,2026-05-29 12:48:03
satellite/landing/styles.css,unknown,16357,2026-05-29 12:48:12
satellite/models/neural_ode_thermal.pth,unknown,21046,2026-05-27 13:49:55
satellite/models/pinn_thermal.pth,unknown,55422,2026-05-27 13:47:16
satellite/models/scaler_X.pkl,unknown,521,2026-05-27 13:46:08
satellite/models/scaler_y.pkl,unknown,497,2026-05-27 13:46:08
satellite/models/surrogate_metrics.json,JSON Config,840,2026-05-27 13:46:13
satellite/models/surrogate_mlp.pth,unknown,5508,2026-05-27 13:46:13
satellite/models/surrogate_rf.pkl,unknown,1508967,2026-05-27 13:46:08
satellite/models/surrogate_rf_calibrated.pkl,unknown,1920080,2026-05-28 14:07:49
satellite/models/surrogate_xgb.pkl,unknown,1189671,2026-05-27 13:46:09
satellite/models/telemetry.csv,CSV Dataset,14921,2026-05-28 15:46:30
satellite/models/thermal_simulation.png,unknown,42723,2026-05-28 15:46:30
satellite/ops/mission_operations.py,Python Script,14703,2026-05-28 19:52:37
satellite/ops/mission_ops_report.md,Markdown Document,5438,2026-05-28 19:54:11
satellite/ops/mission_ops_results.csv,CSV Dataset,99185,2026-05-28 19:54:11
satellite/papers/thermal_digital_twin_paper.tex,unknown,4105,2026-05-27 22:21:22
satellite/patents/thermal_equations_candidates.md,Markdown Document,1555,2026-05-27 13:50:29
satellite/platform/thermal_os.py,Python Script,15753,2026-05-28 19:55:47
satellite/platform/thermal_os_architecture.md,Markdown Document,1961,2026-05-28 19:55:52
satellite/platform/thermal_os_final_report.md,Markdown Document,2434,2026-05-28 19:55:52
satellite/platform/thermal_os_simulation.csv,CSV Dataset,19602,2026-05-28 19:55:52
satellite/qualification/ecss_traceability.csv,CSV Dataset,1020,2026-05-29 12:54:18
satellite/qualification/gap_analysis.md,Markdown Document,1813,2026-05-28 19:54:46
satellite/qualification/hazard_analysis.md,Markdown Document,3399,2026-05-29 12:54:18
satellite/qualification/qualification_package.py,Python Script,12263,2026-05-29 12:54:16
satellite/qualification/QUALIFICATION_PACKAGE_README.md,Markdown Document,1121,2026-05-29 12:54:18
satellite/qualification/software_assurance_summary.md,Markdown Document,2226,2026-05-29 12:54:18
satellite/qualification/trl6_package.md,Markdown Document,3386,2026-05-28 19:54:46
satellite/qualification/trl6_package.py,Python Script,9681,2026-05-28 19:54:43
satellite/qualification/verification_matrix.csv,CSV Dataset,1051,2026-05-29 12:54:18
satellite/radiation/radiation_qualification.py,Python Script,14901,2026-05-29 12:49:17
satellite/radiation/radiation_qualification_report.md,Markdown Document,3133,2026-05-29 12:49:20
satellite/radiation/seu_analysis.py,Python Script,16178,2026-05-28 19:41:31
satellite/radiation/seu_rates.csv,CSV Dataset,232,2026-05-29 12:49:20
satellite/radiation/seu_report.md,Markdown Document,2202,2026-05-28 19:41:37
satellite/radiation/seu_results.csv,CSV Dataset,229,2026-05-28 19:41:36
satellite/radiation/seu_vulnerability_plot.png,unknown,76661,2026-05-28 19:41:37
satellite/radiation/tid_evolution.csv,CSV Dataset,1814,2026-05-29 12:49:20
satellite/satellite/demo/demo_data.json,JSON Config,27097,2026-05-28 20:51:01
satellite/satellite/demo/demo_log.txt,unknown,3989,2026-05-28 20:51:03
satellite/satellite/demo/demo_frames/frame_01.txt,unknown,951,2026-05-28 20:51:01
satellite/satellite/demo/demo_frames/frame_02.txt,unknown,976,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_03.txt,unknown,967,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_04.txt,unknown,976,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_05.txt,unknown,997,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_06.txt,unknown,983,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_07.txt,unknown,982,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_08.txt,unknown,999,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_09.txt,unknown,998,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_10.txt,unknown,993,2026-05-28 20:51:02
satellite/satellite/demo/demo_frames/frame_11.txt,unknown,984,2026-05-28 20:51:03
satellite/satellite/demo/demo_frames/frame_12.txt,unknown,990,2026-05-28 20:51:03
satellite/streaming/README.md,Markdown Document,1315,2026-05-29 12:46:48
satellite/streaming/realtime_streaming.py,Python Script,7218,2026-05-29 12:46:45
satellite/structural/structural_analysis_report.md,Markdown Document,2754,2026-05-29 12:49:09
satellite/structural/vibration_thermal_coupling.py,Python Script,11498,2026-05-29 12:49:07
satellite/tests/cad_benchmarks.py,Python Script,9281,2026-05-29 13:40:01
satellite/tests/complexity_analysis.md,Markdown Document,1772,2026-05-29 13:40:23
satellite/tests/destructive_testing_suite.py,Python Script,16705,2026-05-29 13:39:03
satellite/tests/metric_rebuild_suite.py,Python Script,11388,2026-05-29 13:39:12
satellite/tests/profiling_report.md,Markdown Document,6276,2026-05-29 13:40:23
satellite/tests/scalability_benchmarks.csv,CSV Dataset,312,2026-05-29 13:40:13
satellite/tests/test_satellite_twin.py,Python Script,6740,2026-05-28 08:13:43
satellite/thermal/aging_degradation_trends.png,unknown,163551,2026-05-28 14:21:44
satellite/thermal/aging_report.md,Markdown Document,4316,2026-05-28 14:21:44
satellite/thermal/aging_results.csv,CSV Dataset,2494,2026-05-28 14:22:24
satellite/thermal/autonomous_thermal_discovery.py,Python Script,16252,2026-05-28 07:33:12
satellite/thermal/base_hil.py,Python Script,977,2026-05-28 15:43:06
satellite/thermal/cad_3d_heatmap.png,unknown,561173,2026-05-28 03:52:34
satellite/thermal/cad_optimization_report.md,Markdown Document,2610,2026-05-28 07:33:02
satellite/thermal/cad_simulation_results.csv,CSV Dataset,2753,2026-05-28 03:52:33
satellite/thermal/cad_thermal_importer.py,Python Script,19448,2026-05-29 13:40:10
satellite/thermal/cad_thermal_network.json,JSON Config,18327945,2026-05-29 13:02:28
satellite/thermal/cavity_radiation_comparison.csv,CSV Dataset,437,2026-05-28 19:37:38
satellite/thermal/cavity_radiation_model.py,Python Script,9735,2026-05-28 19:37:23
satellite/thermal/cavity_radiation_plot.png,unknown,149390,2026-05-28 19:37:38
satellite/thermal/cavity_radiation_report.md,Markdown Document,2695,2026-05-28 19:37:38
satellite/thermal/cfd_validation_data.json,JSON Config,603,2026-05-28 15:42:45
satellite/thermal/closed_loop_report.md,Markdown Document,2618,2026-05-28 14:08:24
satellite/thermal/closed_loop_results.csv,CSV Dataset,16896,2026-05-28 14:08:23
satellite/thermal/closed_loop_simulation.png,unknown,308170,2026-05-28 14:08:24
satellite/thermal/closed_loop_thermal_control.py,Python Script,15688,2026-05-28 14:08:18
satellite/thermal/constellation_modeler.py,Python Script,13692,2026-05-28 14:08:39
satellite/thermal/constellation_report.md,Markdown Document,2938,2026-05-28 14:08:47
satellite/thermal/constellation_results.csv,CSV Dataset,32278,2026-05-28 14:08:47
satellite/thermal/constellation_simulation.png,unknown,195032,2026-05-28 14:08:47
satellite/thermal/discovery_history.json,JSON Config,17642,2026-05-27 22:21:15
satellite/thermal/discovery_report.md,Markdown Document,3610,2026-05-28 07:33:04
satellite/thermal/discover_thermal_equations.py,Python Script,8293,2026-05-28 20:29:03
satellite/thermal/ecss_compliance.py,Python Script,15030,2026-05-28 14:22:20
satellite/thermal/ecss_compliance_report.pdf,unknown,3250,2026-05-28 14:22:24
satellite/thermal/ecss_margins_summary.md,Markdown Document,1829,2026-05-28 14:22:24
satellite/thermal/ecss_verification_matrix.csv,CSV Dataset,704,2026-05-28 14:22:24
satellite/thermal/experimental_validation.py,Python Script,11414,2026-05-27 22:18:17
satellite/thermal/experiment_report.md,Markdown Document,1930,2026-05-28 07:33:05
satellite/thermal/fdir_engine.py,Python Script,15656,2026-05-28 19:13:39
satellite/thermal/fdir_report.md,Markdown Document,3060,2026-05-28 19:13:48
satellite/thermal/fdir_test_results.csv,CSV Dataset,1007,2026-05-28 19:13:48
satellite/thermal/fem_correlation.py,Python Script,13265,2026-05-28 08:12:28
satellite/thermal/fem_correlation_report.md,Markdown Document,3082,2026-05-28 20:21:32
satellite/thermal/fem_correlation_results.csv,CSV Dataset,868,2026-05-28 20:21:32
satellite/thermal/fem_correlation_scatter.png,unknown,196529,2026-05-28 20:21:32
satellite/thermal/generate_thermal_dataset.py,Python Script,3714,2026-05-27 13:45:23
satellite/thermal/geometry_optimal_design.json,JSON Config,532,2026-05-27 22:21:13
satellite/thermal/geometry_pareto_front.csv,CSV Dataset,2647,2026-05-27 22:21:13
satellite/thermal/geometry_topology_optimizer.py,Python Script,19972,2026-05-28 19:14:25
satellite/thermal/hardware_in_the_loop.py,Python Script,13556,2026-05-28 19:11:00
