Time_s,Pressure_mbar,Heater_Power_W,T_Real_CPU,T_Real_Battery,T_Meas_CPU,T_Meas_Battery,T_Meas_Payload,T_Meas_Structure,T_Meas_Radiator,T_Meas_Panels,T_Pred_CPU,T_Pred_Battery,T_Pred_Payload,T_Pred_Structure,T_Pred_Radiator,T_Pred_Panels
330.0,4.273654218091863e-06,40.0,33.932039549243484,19.872822075292675,33.711223079021295,19.754049499242967,21.26996376831329,17.70555883047831,7.153698438420008,16.690534734767027,35.888464601205214,19.349824130596403,20.03445108134997,15.910705806943554,7.256860608853117,12.457853569534564
340.0,4.207475571615024e-06,40.0,34.06475700687645,19.864683401060176,34.01765469633409,19.717990953996036,20.81402976057143,17.629286854717293,9.971874213567673,15.209435185385416,35.86494635027151,19.318924415066135,19.981043393886125,15.85029058625156,7.200434824168042,12.299958000009553
350.0,4.17402544803093e-06,40.0,34.190214269340345,19.856384619851497,33.88939746312889,19.73778506243542,21.184944563385272,17.560164836028775,7.775682818963162,17.233851189847883,35.83774627293059,19.28773655848056,19.927295502307743,15.790351792857905,7.1448098708258385,12.145217646907383
360.0,4.386241067732193e-06,40.0,34.30875377260679,19.847931496061562,34.32062647636957,19.556369150603928,20.72900400943638,17.68473714122871,8.262292394549377,16.666679862069145,35.807281424464634,19.25626826967499,19.87324829737213,15.730827277099877,7.089878064296897,11.993549076504678
370.0,4.4637044730751265e-06,40.0,34.42070196831088,19.839329545978444,34.05137474756435,19.839972633455886,20.17075871205526,17.179914815908717,8.653533184953972,14.882568351467853,35.773920799209236,19.224526557089177,19.818937509932994,15.671663990249328,7.035546576362663,11.844869770191679
380.0,4.62694560346829e-06,40.0,34.5263700232598,19.83058404463992,34.06657623883979,19.7553513433175,20.83752769849781,17.627680428820668,7.408937485952038,17.201631985913366,35.73799106286174,19.1925178269409,19.764394424980082,15.612816790516831,6.98173551516436,11.699098336512122
390.0,4.627968909570248e-06,40.0,34.626054495598,19.82170003313138,34.26568277668878,19.927116852499353,20.842804831933734,17.17515823228797,8.85568881659583,15.561901977232026,35.69978159025658,19.160247968455792,19.709646500138604,15.554247398951134,6.9283762493693075,11.55615468509643
400.0,4.639320644095373e-06,40.0,34.72003798729435,19.81268232619567,34.697632033960986,20.14309398829539,20.5463269975765,17.67867449614573,6.777118702925122,15.704812868616273,35.659548893276565,19.127722427784192,19.65471790091931,15.495923486887477,6.875409944862383,11.415960167636229
410.0,4.698152364743831e-06,40.0,34.80858977283367,19.803535520048115,34.71875782211458,19.692408679094967,20.742482931122254,17.11137382564732,8.085250564449609,16.61622130287674,35.61752051323987,19.09494627203634,19.599629963474626,15.43781787876469,6.8227862867356635,11.278437690401972
420.0,4.733853913340336e-06,40.0,34.891966404175434,19.79426400030576,34.6157403117586,19.987794725044353,20.835139098670254,17.33144389799662,9.251609636912463,14.848287512195668,35.57389844302884,19.061924244691,19.54440159426872,15.379907856065074,6.770462363015383,11.143511802238038
430.0,4.6778358093206385e-06,40.0,34.97041229218746,19.78487194995739,34.99021697638608,19.920747683044283,20.75845800275806,17.152178701991033,9.848845554413288,14.997019193087908,35.52886213625305,19.028660813476506,19.489049614883527,15.322174549849422,6.718401689677137,11.011108761468392
440.0,4.732545547437643e-06,40.0,35.044160264882805,19.775363357312415,34.881680528683205,19.745813280254083,20.970771319228618,17.25453729893661,9.335611435823068,16.806024325140243,35.48257115373963,18.99516021168745,19.43358905914505,15.264602410881025,6.6665733591552225,10.881156584709174
450.0,4.7346459316009184e-06,40.0,35.113432102884246,19.76574202387752,35.135034870914694,19.71785317077206,20.80367500242886,17.025021784509534,8.571635359226946,16.0083059867099,35.435167491497566,18.961426473780193,19.37803342884183,15.207178747676494,6.614951296837887,10.753585080198832
460.0,4.6528238632775714e-06,40.0,35.178439052615204,19.756011572121338,35.48903964217658,19.569145065803013,20.483306138679097,17.245082745014372,9.220358834012814,15.950521877809763,35.38677762890734,18.92746346598466,19.32239491351072,15.149893324005632,6.563513612012343,10.628325867920012
470.0,4.715658414203999e-06,40.0,35.23938231777652,19.7461754530932,35.13564088476494,19.581228432201897,20.72811003771011,16.84121217442555,9.359301311795434,15.093248127252537,35.33751433115157,18.893274912577965,19.26668457906635,15.092738008405377,6.512242031432663,10.505312388493337
480.0,4.633108694524748e-06,40.0,35.29645352971295,19.73623695387147,35.13715838715518,19.83348865630319,20.58653806659612,16.776119806743452,8.584698700312856,15.399826135857154,35.287478235746505,18.858864418384655,19.210912529438133,15.035706469189222,6.46112140516999,10.384479902562987
490.0,4.582414376987635e-06,40.0,35.34983519730571,19.726199204818784,35.16658775109005,19.78743108866786,20.39555271895773,16.62368922791154,7.580663129632796,14.856616926916388,35.23675924938573,18.824235487996873,19.155088044844774,14.97879390923896,6.4101392756996916,10.265765482170593
500.0,4.6135051335474355e-06,40.0,35.39970113705027,19.716065186631738,35.61142894553825,19.902570660010895,20.638644203920023,16.8666604852026,7.255866498449336,14.96740537727834,35.18543777810737,18.789391542145722,19.099219699868286,14.921996835572997,6.359285502307671,10.149107995414397
510.0,4.5846392696554215e-06,40.0,35.44621688399383,19.70583773717175,35.43284508695416,19.55551214738051,20.75956103905139,17.142923390300894,8.11004836423848,15.304133688521858,35.13358581098578,18.75433593160102,19.043315464079683,14.865312859305845,6.308551933886406,10.034448085519443
520.0,4.653653668826533e-06,40.0,35.489540084212194,19.69551955807043,35.33655276423957,19.755601321244853,20.64288822965426,16.822420859182955,7.407271406101756,14.844083366111988,35.08126787508371,18.71907194892856,18.987382787612148,14.80874052215762,6.257932124052445,9.921728145292946
530.0,4.703453497951078e-06,40.0,35.5298208695105,19.68511322110419,35.752235184533276,19.89236914858833,21.055322069679733,16.61649379894169,9.015074478186818,14.92071262548501,35.02854187723756,18.68360283839195,18.931428673764742,14.752279146150158,6.207421083272038,9.810892287807576
540.0,4.922433791272845e-06,40.0,35.56720221502479,19.67462117433587,35.342425106723454,19.522213091320964,20.488779317235696,16.312800393894804,7.580415136330373,13.896679714782124,34.97545984634911,18.647931804250504,18.875459740446274,14.695928703544439,6.157015063342101,9.70188631404011
