Time_s,Time_Min,Solar_Flux_W_m2,Albedo_Flux_W_m2,Earth_IR_Flux_W_m2,Total_Flux_W_m2,Is_Eclipse,T_CPU_C,T_Battery_C,T_Payload_C,T_Structure_C,T_Radiator_C,T_Panels_C
0.0,0.0,1314.63,349.17,240.0,1903.79,0,20.0,20.0,20.0,20.0,20.0,20.0
5.0,0.08,1314.6,349.16,240.0,1903.76,0,20.29,20.01,20.07,19.96,18.77,24.37
10.0,0.17,1314.54,349.14,240.0,1903.68,0,20.56,20.03,20.15,19.91,17.72,28.72
15.0,0.25,1314.44,349.12,240.0,1903.55,0,20.82,20.04,20.22,19.84,16.83,33.04
20.0,0.33,1314.29,349.08,240.0,1903.36,0,21.06,20.05,20.28,19.76,16.06,37.35
25.0,0.42,1314.1,349.03,240.0,1903.12,0,21.3,20.07,20.34,19.68,15.4,41.63
30.0,0.5,1313.87,348.96,240.0,1902.83,0,21.52,20.08,20.4,19.59,14.83,45.9
35.0,0.58,1313.59,348.89,240.0,1902.48,0,21.72,20.09,20.45,19.49,14.34,50.14
40.0,0.67,1313.27,348.81,240.0,1902.08,0,21.92,20.1,20.5,19.4,13.91,54.36
45.0,0.75,1312.92,348.71,240.0,1901.63,0,22.11,20.11,20.55,19.3,13.53,58.55
50.0,0.83,1312.52,348.61,240.0,1901.12,0,22.28,20.12,20.59,19.2,13.2,62.73
55.0,0.92,1312.07,348.49,240.0,1900.56,0,22.44,20.14,20.63,19.11,12.9,66.87
60.0,1.0,1311.59,348.36,240.0,1899.95,0,22.6,20.15,20.67,19.01,12.64,71.0
65.0,1.08,1311.06,348.22,240.0,1899.28,0,22.74,20.16,20.7,18.92,12.4,75.1
70.0,1.17,1310.49,348.07,240.0,1898.56,0,22.87,20.17,20.73,18.82,12.19,79.17
75.0,1.25,1309.88,347.91,240.0,1897.79,0,23.0,20.18,20.76,18.73,11.99,83.22
80.0,1.33,1309.23,347.73,240.0,1896.96,0,23.11,20.19,20.79,18.64,11.82,87.24
85.0,1.42,1308.53,347.55,240.0,1896.08,0,23.22,20.2,20.81,18.56,11.66,91.23
90.0,1.5,1307.79,347.35,240.0,1895.15,0,23.32,20.21,20.83,18.48,11.51,95.2
95.0,1.58,1307.02,347.15,240.0,1894.16,0,23.42,20.22,20.84,18.4,11.37,99.14
100.0,1.67,1306.19,346.93,240.0,1893.12,0,23.5,20.22,20.86,18.32,11.25,103.05
105.0,1.75,1305.33,346.7,240.0,1892.03,0,23.58,20.23,20.87,18.24,11.13,106.94
110.0,1.83,1304.43,346.46,240.0,1890.88,0,23.66,20.24,20.88,18.17,11.02,110.79
115.0,1.92,1303.48,346.21,240.0,1889.68,0,23.73,20.25,20.88,18.1,10.92,114.62
120.0,2.0,1302.49,345.94,240.0,1888.43,0,23.79,20.26,20.89,18.03,10.82,118.41
125.0,2.08,1301.46,345.67,240.0,1887.13,0,23.85,20.27,20.89,17.97,10.73,122.18
130.0,2.17,1300.39,345.38,240.0,1885.77,0,23.9,20.27,20.9,17.91,10.64,125.91
135.0,2.25,1299.27,345.09,240.0,1884.36,0,23.95,20.28,20.9,17.85,10.56,129.62
140.0,2.33,1298.12,344.78,240.0,1882.9,0,24.0,20.29,20.9,17.79,10.49,133.29
145.0,2.42,1296.92,344.46,240.0,1881.38,0,24.04,20.29,20.9,17.74,10.42,136.93
150.0,2.5,1295.68,344.13,240.0,1879.82,0,24.08,20.3,20.89,17.69,10.35,140.54
155.0,2.58,1294.4,343.79,240.0,1878.19,0,24.11,20.31,20.89,17.64,10.28,144.12
160.0,2.67,1293.08,343.44,240.0,1876.52,0,24.14,20.32,20.88,17.59,10.22,147.66
165.0,2.75,1291.71,343.08,240.0,1874.79,0,24.17,20.32,20.88,17.55,10.16,151.17
170.0,2.83,1290.31,342.71,240.0,1873.02,0,24.19,20.33,20.87,17.5,10.11,154.64
175.0,2.92,1288.86,342.32,240.0,1871.19,0,24.22,20.33,20.86,17.46,10.05,158.09
180.0,3.0,1287.37,341.93,240.0,1869.3,0,24.24,20.34,20.85,17.43,10.0,161.49
185.0,3.08,1285.84,341.52,240.0,1867.37,0,24.25,20.35,20.84,17.39,9.96,164.87
190.0,3.17,1284.27,341.11,240.0,1865.38,0,24.27,20.35,20.83,17.36,9.91,168.2
195.0,3.25,1282.66,340.68,240.0,1863.34,0,24.28,20.36,20.82,17.32,9.87,171.51
200.0,3.33,1281.01,340.24,240.0,1861.25,0,24.29,20.37,20.81,17.29,9.83,174.77
205.0,3.42,1279.31,339.79,240.0,1859.1,0,24.3,20.37,20.8,17.27,9.79,178.0
210.0,3.5,1277.58,339.33,240.0,1856.91,0,24.31,20.38,20.78,17.24,9.76,181.2
215.0,3.58,1275.8,338.86,240.0,1854.66,0,24.32,20.38,20.77,17.21,9.72,184.36
220.0,3.67,1273.99,338.37,240.0,1852.36,0,24.33,20.39,20.76,17.19,9.69,187.48
225.0,3.75,1272.13,337.88,240.0,1850.01,0,24.33,20.39,20.75,17.17,9.66,190.56
230.0,3.83,1270.23,337.37,240.0,1847.6,0,24.34,20.4,20.73,17.15,9.63,193.61
235.0,3.92,1268.29,336.86,240.0,1845.15,0,24.34,20.4,20.72,17.13,9.6,196.62
240.0,4.0,1266.31,336.33,240.0,1842.64,0,24.34,20.41,20.71,17.12,9.58,199.59
245.0,4.08,1264.29,335.8,240.0,1840.08,0,24.34,20.41,20.69,17.1,9.56,202.53
250.0,4.17,1262.23,335.25,240.0,1837.48,0,24.34,20.42,20.68,17.09,9.53,205.42
255.0,4.25,1260.12,334.69,240.0,1834.81,0,24.35,20.42,20.67,17.08,9.51,208.28
260.0,4.33,1257.98,334.12,240.0,1832.1,0,24.35,20.43,20.65,17.06,9.49,211.1
265.0,4.42,1255.8,333.54,240.0,1829.34,0,24.35,20.44,20.64,17.05,9.48,213.88
270.0,4.5,1253.57,332.95,240.0,1826.53,0,24.34,20.44,20.63,17.05,9.46,216.63
275.0,4.58,1251.31,332.35,240.0,1823.66,0,24.34,20.45,20.61,17.04,9.45,219.33
280.0,4.67,1249.01,331.74,240.0,1820.75,0,24.34,20.45,20.6,17.03,9.43,222.0
285.0,4.75,1246.66,331.12,240.0,1817.78,0,24.34,20.45,20.59,17.03,9.42,224.63
290.0,4.83,1244.28,330.48,240.0,1814.76,0,24.34,20.46,20.57,17.03,9.41,227.21
295.0,4.92,1241.86,329.84,240.0,1811.7,0,24.34,20.46,20.56,17.02,9.4,229.76
300.0,5.0,1239.39,329.18,240.0,1808.58,0,24.34,20.47,20.55,17.02,9.39,232.28
305.0,5.08,1236.89,328.52,240.0,1805.41,0,24.34,20.47,20.54,17.02,9.39,234.75
310.0,5.17,1234.35,327.84,240.0,1802.19,0,24.33,20.48,20.53,17.02,9.38,237.18
315.0,5.25,1231.76,327.16,240.0,1798.92,0,24.33,20.48,20.52,17.02,9.38,239.57
320.0,5.33,1229.14,326.46,240.0,1795.6,0,24.33,20.49,20.5,17.03,9.37,241.93
325.0,5.42,1226.48,325.75,240.0,1792.23,0,24.33,20.49,20.49,17.03,9.37,244.25
330.0,5.5,1223.78,325.04,240.0,1788.82,0,24.33,20.5,20.48,17.04,9.37,246.52
335.0,5.58,1221.04,324.31,240.0,1785.35,0,24.33,20.5,20.47,17.04,9.37,248.76
340.0,5.67,1218.26,323.57,240.0,1781.83,0,24.33,20.51,20.47,17.05,9.37,250.96
345.0,5.75,1215.44,322.82,240.0,1778.26,0,24.33,20.51,20.46,17.05,9.37,253.12
350.0,5.83,1212.58,322.06,240.0,1774.64,0,24.33,20.52,20.45,17.06,9.37,255.25
355.0,5.92,1209.68,321.29,240.0,1770.98,0,24.33,20.52,20.44,17.07,9.37,257.33
360.0,6.0,1206.75,320.51,240.0,1767.26,0,24.33,20.53,20.43,17.08,9.38,259.38
365.0,6.08,1203.77,319.72,240.0,1763.5,0,24.33,20.53,20.42,17.09,9.38,261.38
370.0,6.17,1200.76,318.92,240.0,1759.69,0,24.33,20.54,20.42,17.1,9.39,263.35
375.0,6.25,1197.71,318.11,240.0,1755.82,0,24.34,20.54,20.41,17.11,9.39,265.29
380.0,6.33,1194.62,317.29,240.0,1751.91,0,24.34,20.55,20.41,17.13,9.4,267.18
385.0,6.42,1191.49,316.46,240.0,1747.95,0,24.34,20.55,20.4,17.14,9.41,269.04
390.0,6.5,1188.33,315.62,240.0,1743.95,0,24.34,20.56,20.4,17.15,9.42,270.86
395.0,6.58,1185.12,314.77,240.0,1739.89,0,24.35,20.56,20.39,17.17,9.42,272.64
400.0,6.67,1181.88,313.91,240.0,1735.79,0,24.35,20.57,20.39,17.18,9.43,274.39
405.0,6.75,1178.6,313.04,240.0,1731.64,0,24.36,20.57,20.38,17.2,9.44,276.09
410.0,6.83,1175.28,312.16,240.0,1727.44,0,24.36,20.58,20.38,17.21,9.45,277.77
415.0,6.92,1171.92,311.26,240.0,1723.19,0,24.37,20.58,20.38,17.23,9.47,279.4
420.0,7.0,1168.53,310.36,240.0,1718.89,0,24.37,20.59,20.38,17.25,9.48,281.0
425.0,7.08,1165.1,309.45,240.0,1714.55,0,24.38,20.59,20.37,17.26,9.49,282.57
430.0,7.17,1161.63,308.53,240.0,1710.16,0,24.39,20.6,20.37,17.28,9.5,284.09
435.0,7.25,1158.12,307.6,240.0,1705.72,0,24.39,20.6,20.37,17.3,9.52,285.59
440.0,7.33,1154.58,306.66,240.0,1701.24,0,24.4,20.61,20.37,17.32,9.53,287.05
445.0,7.42,1151.0,305.71,240.0,1696.71,0,24.41,20.61,20.37,17.34,9.55,288.47
450.0,7.5,1147.38,304.75,240.0,1692.13,0,24.42,20.62,20.37,17.36,9.56,289.86
455.0,7.58,1143.73,303.78,240.0,1687.51,0,24.43,20.62,20.37,17.38,9.58,291.21
460.0,7.67,1140.04,302.8,240.0,1682.83,0,24.44,20.63,20.38,17.4,9.59,292.54
465.0,7.75,1136.31,301.81,240.0,1678.12,0,24.45,20.63,20.38,17.42,9.61,293.82
470.0,7.83,1132.55,300.81,240.0,1673.35,0,24.46,20.64,20.38,17.44,9.62,295.08
475.0,7.92,1128.75,299.8,240.0,1668.54,0,24.47,20.65,20.38,17.46,9.64,296.3
480.0,8.0,1124.91,298.78,240.0,1663.69,0,24.48,20.65,20.39,17.48,9.66,297.49
485.0,8.08,1121.04,297.75,240.0,1658.79,0,24.49,20.66,20.39,17.51,9.68,298.64
490.0,8.17,1117.13,296.71,240.0,1653.84,0,24.5,20.66,20.4,17.53,9.69,299.77
495.0,8.25,1113.19,295.66,240.0,1648.85,0,24.51,20.67,20.4,17.55,9.71,300.86
500.0,8.33,1109.21,294.61,240.0,1643.81,0,24.53,20.67,20.41,17.57,9.73,301.92
505.0,8.42,1105.19,293.54,240.0,1638.73,0,24.54,20.68,20.41,17.6,9.75,302.95
510.0,8.5,1101.14,292.46,240.0,1633.6,0,24.55,20.69,20.42,17.62,9.77,303.95
515.0,8.58,1097.05,291.38,240.0,1628.43,0,24.57,20.69,20.42,17.64,9.79,304.92
520.0,8.67,1092.93,290.28,240.0,1623.21,0,24.58,20.7,20.43,17.67,9.81,305.86
525.0,8.75,1088.77,289.18,240.0,1617.95,0,24.6,20.7,20.44,17.69,9.83,306.77
530.0,8.83,1084.58,288.07,240.0,1612.65,0,24.61,20.71,20.45,17.72,9.85,307.65
535.0,8.92,1080.36,286.94,240.0,1607.3,0,24.63,20.71,20.45,17.74,9.87,308.5
540.0,9.0,1076.09,285.81,240.0,1601.91,0,24.64,20.72,20.46,17.76,9.89,309.32
545.0,9.08,1071.8,284.67,240.0,1596.47,0,24.66,20.73,20.47,17.79,9.91,310.11
550.0,9.17,1067.47,283.52,240.0,1590.99,0,24.67,20.73,20.48,17.81,9.93,310.88
555.0,9.25,1063.1,282.36,240.0,1585.47,0,24.69,20.74,20.49,17.84,9.96,311.62
560.0,9.33,1058.71,281.19,240.0,1579.9,0,24.71,20.75,20.5,17.86,9.98,312.33
565.0,9.42,1054.27,280.02,240.0,1574.29,0,24.73,20.75,20.51,17.89,10.0,313.01
570.0,9.5,1049.81,278.83,240.0,1568.64,0,24.74,20.76,20.52,17.91,10.02,313.66
575.0,9.58,1045.31,277.64,240.0,1562.94,0,24.76,20.76,20.53,17.94,10.04,314.29
580.0,9.67,1040.77,276.43,240.0,1557.2,0,24.78,20.77,20.55,17.96,10.06,314.9
585.0,9.75,1036.21,275.22,240.0,1551.42,0,24.8,20.78,20.56,17.99,10.09,315.47
590.0,9.83,1031.6,274.0,240.0,1545.6,0,24.82,20.78,20.57,18.02,10.11,316.03
595.0,9.92,1026.97,272.77,240.0,1539.74,0,24.84,20.79,20.58,18.04,10.13,316.55
600.0,10.0,1022.3,271.53,240.0,1533.83,0,24.86,20.8,20.6,18.07,10.15,317.05
605.0,10.08,1017.61,270.28,240.0,1527.88,0,24.88,20.8,20.61,18.09,10.18,317.53
610.0,10.17,1012.87,269.02,240.0,1521.89,0,24.9,20.81,20.62,18.12,10.2,317.98
615.0,10.25,1008.11,267.76,240.0,1515.86,0,24.92,20.82,20.64,18.14,10.22,318.41
620.0,10.33,1003.31,266.48,240.0,1509.79,0,24.94,20.82,20.65,18.17,10.25,318.82
625.0,10.42,998.48,265.2,240.0,1503.68,0,24.96,20.83,20.66,18.19,10.27,319.2
630.0,10.5,993.62,263.91,240.0,1497.53,0,24.98,20.84,20.68,18.22,10.29,319.56
635.0,10.58,988.73,262.61,240.0,1491.34,0,25.0,20.84,20.69,18.25,10.31,319.9
640.0,10.67,983.8,261.3,240.0,1485.11,0,25.02,20.85,20.71,18.27,10.34,320.21
645.0,10.75,978.85,259.98,240.0,1478.83,0,25.04,20.86,20.72,18.3,10.36,320.5
650.0,10.83,973.86,258.66,240.0,1472.52,0,25.06,20.87,20.74,18.32,10.38,320.77
655.0,10.92,968.84,257.33,240.0,1466.17,0,25.08,20.87,20.76,18.35,10.41,321.02
660.0,11.0,963.79,255.98,240.0,1459.78,0,25.1,20.88,20.77,18.37,10.43,321.25
665.0,11.08,958.71,254.64,240.0,1453.35,0,25.13,20.89,20.79,18.4,10.45,321.45
670.0,11.17,953.6,253.28,240.0,1446.88,0,25.15,20.89,20.81,18.42,10.47,321.64
675.0,11.25,948.46,251.91,240.0,1440.37,0,25.17,20.9,20.82,18.45,10.5,321.8
680.0,11.33,943.28,250.54,240.0,1433.82,0,25.19,20.91,20.84,18.48,10.52,321.95
685.0,11.42,938.08,249.16,240.0,1427.24,0,25.22,20.92,20.86,18.5,10.54,322.07
690.0,11.5,932.85,247.77,240.0,1420.61,0,25.24,20.92,20.87,18.53,10.57,322.18
695.0,11.58,927.58,246.37,240.0,1413.95,0,25.26,20.93,20.89,18.55,10.59,322.26
700.0,11.67,922.29,244.96,240.0,1407.25,0,25.28,20.94,20.91,18.58,10.61,322.33
705.0,11.75,916.97,243.55,240.0,1400.52,0,25.31,20.95,20.93,18.6,10.63,322.37
710.0,11.83,911.62,242.13,240.0,1393.74,0,25.33,20.95,20.95,18.62,10.66,322.4
715.0,11.92,906.24,240.7,240.0,1386.93,0,25.35,20.96,20.96,18.65,10.68,322.41
720.0,12.0,900.83,239.26,240.0,1380.09,0,25.37,20.97,20.98,18.67,10.7,322.41
725.0,12.08,895.39,237.82,240.0,1373.2,0,25.4,20.98,21.0,18.7,10.72,322.38
730.0,12.17,889.92,236.36,240.0,1366.28,0,25.42,20.98,21.02,18.72,10.75,322.34
735.0,12.25,884.42,234.9,240.0,1359.33,0,25.44,20.99,21.04,18.75,10.77,322.28
740.0,12.33,878.9,233.44,240.0,1352.33,0,25.47,21.0,21.06,18.77,10.79,322.2
745.0,12.42,873.34,231.96,240.0,1345.3,0,25.49,21.01,21.08,18.79,10.81,322.1
750.0,12.5,867.76,230.48,240.0,1338.24,0,25.51,21.02,21.1,18.82,10.83,321.99
755.0,12.58,862.15,228.99,240.0,1331.14,0,25.54,21.02,21.12,18.84,10.86,321.86
760.0,12.67,856.52,227.49,240.0,1324.01,0,25.56,21.03,21.13,18.86,10.88,321.72
765.0,12.75,850.85,225.99,240.0,1316.84,0,25.58,21.04,21.15,18.89,10.9,321.56
770.0,12.83,845.16,224.48,240.0,1309.64,0,25.61,21.05,21.17,18.91,10.92,321.38
775.0,12.92,839.44,222.96,240.0,1302.4,0,25.63,21.06,21.19,18.93,10.94,321.19
780.0,13.0,833.7,221.43,240.0,1295.13,0,25.65,21.06,21.21,18.95,10.96,320.98
785.0,13.08,827.92,219.9,240.0,1287.82,0,25.67,21.07,21.23,18.98,10.98,320.75
790.0,13.17,822.13,218.36,240.0,1280.48,0,25.7,21.08,21.25,19.0,11.01,320.51
795.0,13.25,816.3,216.81,240.0,1273.11,0,25.72,21.09,21.27,19.02,11.03,320.26
800.0,13.33,810.45,215.26,240.0,1265.7,0,25.74,21.1,21.29,19.04,11.05,319.99
805.0,13.42,804.57,213.7,240.0,1258.27,0,25.77,21.11,21.31,19.06,11.07,319.71
810.0,13.5,798.67,212.13,240.0,1250.79,0,25.79,21.11,21.33,19.09,11.09,319.41
815.0,13.58,792.74,210.55,240.0,1243.29,0,25.81,21.12,21.35,19.11,11.11,319.1
820.0,13.67,786.78,208.97,240.0,1235.75,0,25.83,21.13,21.37,19.13,11.13,318.77
825.0,13.75,780.8,207.38,240.0,1228.19,0,25.86,21.14,21.39,19.15,11.15,318.43
830.0,13.83,774.8,205.79,240.0,1220.59,0,25.88,21.15,21.41,19.17,11.17,318.07
835.0,13.92,768.77,204.19,240.0,1212.96,0,25.9,21.16,21.43,19.19,11.19,317.71
840.0,14.0,762.72,202.58,240.0,1205.29,0,25.92,21.17,21.45,19.21,11.2,317.32
845.0,14.08,756.64,200.96,240.0,1197.6,0,25.95,21.17,21.47,19.23,11.22,316.93
850.0,14.17,750.53,199.34,240.0,1189.88,0,25.97,21.18,21.49,19.25,11.24,316.52
855.0,14.25,744.41,197.72,240.0,1182.12,0,25.99,21.19,21.51,19.27,11.26,316.1
860.0,14.33,738.25,196.08,240.0,1174.34,0,26.01,21.2,21.53,19.29,11.28,315.66
865.0,14.42,732.08,194.44,240.0,1166.52,0,26.03,21.21,21.55,19.31,11.3,315.22
870.0,14.5,725.88,192.8,240.0,1158.68,0,26.06,21.22,21.57,19.32,11.32,314.75
875.0,14.58,719.66,191.14,240.0,1150.8,0,26.08,21.23,21.59,19.34,11.33,314.28
880.0,14.67,713.42,189.48,240.0,1142.9,0,26.1,21.23,21.61,19.36,11.35,313.8
885.0,14.75,707.15,187.82,240.0,1134.97,0,26.12,21.24,21.63,19.38,11.37,313.3
890.0,14.83,700.86,186.15,240.0,1127.01,0,26.14,21.25,21.65,19.4,11.39,312.79
895.0,14.92,694.54,184.47,240.0,1119.02,0,26.16,21.26,21.67,19.41,11.4,312.27
900.0,15.0,688.21,182.79,240.0,1111.0,0,26.18,21.27,21.69,19.43,11.42,311.73
905.0,15.08,681.85,181.1,240.0,1102.95,0,26.2,21.28,21.71,19.45,11.44,311.19
910.0,15.17,675.47,179.41,240.0,1094.88,0,26.23,21.29,21.73,19.46,11.45,310.63
915.0,15.25,669.07,177.71,240.0,1086.78,0,26.25,21.3,21.75,19.48,11.47,310.06
920.0,15.33,662.65,176.0,240.0,1078.65,0,26.27,21.3,21.77,19.5,11.48,309.48
925.0,15.42,656.21,174.29,240.0,1070.5,0,26.29,21.31,21.79,19.51,11.5,308.89
930.0,15.5,649.74,172.57,240.0,1062.31,0,26.31,21.32,21.81,19.53,11.51,308.28
935.0,15.58,643.26,170.85,240.0,1054.11,0,26.33,21.33,21.83,19.54,11.53,307.67
940.0,15.67,636.75,169.12,240.0,1045.87,0,26.34,21.34,21.85,19.56,11.54,307.04
945.0,15.75,630.22,167.39,240.0,1037.61,0,26.36,21.35,21.87,19.57,11.56,306.41
950.0,15.83,623.68,165.65,240.0,1029.33,0,26.38,21.36,21.89,19.59,11.57,305.76
955.0,15.92,617.11,163.91,240.0,1021.02,0,26.4,21.37,21.9,19.6,11.59,305.1
960.0,16.0,610.52,162.16,240.0,1012.68,0,26.42,21.38,21.92,19.62,11.6,304.43
965.0,16.08,603.92,160.4,240.0,1004.32,0,26.44,21.39,21.94,19.63,11.62,303.75
970.0,16.17,597.29,158.64,240.0,995.93,0,26.46,21.39,21.96,19.64,11.63,303.06
975.0,16.25,590.65,156.88,240.0,987.52,0,26.48,21.4,21.98,19.65,11.64,302.36
980.0,16.33,583.98,155.11,240.0,979.09,0,26.49,21.41,22.0,19.67,11.66,301.65
985.0,16.42,577.3,153.33,240.0,970.63,0,26.51,21.42,22.01,19.68,11.67,300.92
990.0,16.5,570.6,151.55,240.0,962.15,0,26.53,21.43,22.03,19.69,11.68,300.19
995.0,16.58,563.88,149.77,240.0,953.65,0,26.55,21.44,22.05,19.7,11.69,299.45
1000.0,16.67,557.14,147.98,240.0,945.12,0,26.56,21.45,22.07,19.71,11.7,298.7
1005.0,16.75,550.39,146.18,240.0,936.57,0,26.58,21.46,22.08,19.73,11.72,297.93
1010.0,16.83,543.62,144.39,240.0,928.0,0,26.6,21.47,22.1,19.74,11.73,297.16
1015.0,16.92,536.82,142.58,240.0,919.41,0,26.61,21.48,22.12,19.75,11.74,296.38
1020.0,17.0,530.02,140.77,240.0,910.79,0,26.63,21.49,22.13,19.76,11.75,295.58
1025.0,17.08,523.19,138.96,240.0,902.15,0,26.64,21.49,22.15,19.77,11.76,294.78
1030.0,17.17,516.35,137.14,240.0,893.49,0,26.66,21.5,22.17,19.78,11.77,293.97
1035.0,17.25,509.49,135.32,240.0,884.82,0,26.68,21.51,22.18,19.79,11.78,293.14
1040.0,17.33,502.62,133.5,240.0,876.11,0,26.69,21.52,22.2,19.79,11.79,292.31
1045.0,17.42,495.73,131.67,240.0,867.39,0,26.71,21.53,22.22,19.8,11.8,291.47
1050.0,17.5,488.82,129.83,240.0,858.65,0,26.72,21.54,22.23,19.81,11.81,290.62
1055.0,17.58,481.9,127.99,240.0,849.89,0,26.73,21.55,22.25,19.82,11.82,289.76
1060.0,17.67,474.96,126.15,240.0,841.11,0,26.75,21.56,22.26,19.83,11.82,288.89
1065.0,17.75,468.01,124.3,240.0,832.31,0,26.76,21.57,22.28,19.83,11.83,288.0
1070.0,17.83,461.04,122.45,240.0,823.49,0,26.78,21.58,22.29,19.84,11.84,287.12
1075.0,17.92,454.06,120.6,240.0,814.66,0,26.79,21.59,22.31,19.85,11.85,286.22
1080.0,18.0,447.06,118.74,240.0,805.8,0,26.8,21.59,22.32,19.85,11.86,285.31
1085.0,18.08,440.05,116.88,240.0,796.93,0,26.81,21.6,22.34,19.86,11.86,284.39
1090.0,18.17,433.02,115.01,240.0,788.04,0,26.83,21.61,22.35,19.86,11.87,283.46
1095.0,18.25,425.98,113.14,240.0,779.13,0,26.84,21.62,22.36,19.87,11.87,282.53
1100.0,18.33,418.93,111.27,240.0,770.2,0,26.85,21.63,22.38,19.87,11.88,281.58
1105.0,18.42,411.86,109.39,240.0,761.26,0,26.86,21.64,22.39,19.88,11.89,280.63
1110.0,18.5,404.78,107.51,240.0,752.3,0,26.87,21.65,22.4,19.88,11.89,279.66
1115.0,18.58,397.69,105.63,240.0,743.32,0,26.88,21.66,22.42,19.89,11.9,278.69
1120.0,18.67,390.59,103.74,240.0,734.33,0,26.9,21.67,22.43,19.89,11.9,277.71
1125.0,18.75,383.47,101.85,240.0,725.32,0,26.91,21.68,22.44,19.89,11.91,276.72
1130.0,18.83,376.34,99.96,240.0,716.29,0,26.92,21.68,22.45,19.89,11.91,275.72
1135.0,18.92,369.19,98.06,240.0,707.25,0,26.93,21.69,22.47,19.9,11.91,274.71
1140.0,19.0,362.04,96.16,240.0,698.2,0,26.94,21.7,22.48,19.9,11.92,273.69
1145.0,19.08,354.87,94.25,240.0,689.13,0,26.94,21.71,22.49,19.9,11.92,272.66
1150.0,19.17,347.7,92.35,240.0,680.04,0,26.95,21.72,22.5,19.9,11.92,271.63
1155.0,19.25,340.51,90.44,240.0,670.95,0,26.96,21.73,22.51,19.9,11.93,270.58
1160.0,19.33,333.31,88.53,240.0,661.83,0,26.97,21.74,22.52,19.9,11.93,269.53
1165.0,19.42,326.1,86.61,240.0,652.71,0,26.98,21.75,22.53,19.9,11.93,268.46
1170.0,19.5,318.88,84.69,240.0,643.57,0,26.99,21.75,22.54,19.9,11.93,267.39
1175.0,19.58,311.65,82.77,240.0,634.42,0,26.99,21.76,22.55,19.9,11.93,266.31
1180.0,19.67,304.4,80.85,240.0,625.25,0,27.0,21.77,22.56,19.9,11.94,265.22
1185.0,19.75,297.15,78.92,240.0,616.08,0,27.01,21.78,22.57,19.9,11.94,264.12
1190.0,19.83,289.89,77.0,240.0,606.89,0,27.01,21.79,22.58,19.9,11.94,263.02
1195.0,19.92,282.62,75.07,240.0,597.69,0,27.02,21.8,22.59,19.89,11.94,261.9
1200.0,20.0,275.35,73.13,240.0,588.48,0,27.02,21.81,22.6,19.89,11.94,260.78
1205.0,20.08,268.06,71.2,240.0,579.25,0,27.03,21.82,22.61,19.89,11.93,259.64
1210.0,20.17,260.76,69.26,240.0,570.02,0,27.03,21.82,22.61,19.88,11.93,258.5
1215.0,20.25,253.46,67.32,240.0,560.78,0,27.04,21.83,22.62,19.88,11.93,257.35
1220.0,20.33,246.14,65.38,240.0,551.52,0,27.04,21.84,22.63,19.88,11.93,256.19
1225.0,20.42,238.82,63.43,240.0,542.26,0,27.05,21.85,22.64,19.87,11.93,255.02
1230.0,20.5,231.5,61.49,240.0,532.98,0,27.05,21.86,22.64,19.87,11.93,253.85
1235.0,20.58,224.16,59.54,240.0,523.7,0,27.05,21.87,22.65,19.86,11.92,252.66
1240.0,20.67,216.82,57.59,240.0,514.4,0,27.06,21.87,22.66,19.86,11.92,251.47
1245.0,20.75,209.47,55.63,240.0,505.1,0,27.06,21.88,22.66,19.85,11.92,250.26
1250.0,20.83,202.11,53.68,240.0,495.79,0,27.06,21.89,22.67,19.84,11.91,249.05
1255.0,20.92,194.75,51.73,240.0,486.47,0,27.06,21.9,22.67,19.84,11.91,247.83
1260.0,21.0,187.38,49.77,240.0,477.15,0,27.07,21.91,22.68,19.83,11.9,246.6
1265.0,21.08,180.0,47.81,240.0,467.81,0,27.07,21.92,22.68,19.82,11.9,245.36
1270.0,21.17,172.62,45.85,240.0,458.47,0,27.07,21.92,22.69,19.81,11.89,244.11
1275.0,21.25,165.24,43.89,240.0,449.12,0,27.07,21.93,22.69,19.8,11.89,242.86
1280.0,21.33,157.84,41.92,240.0,439.77,0,27.07,21.94,22.7,19.79,11.88,241.59
1285.0,21.42,150.45,39.96,240.0,430.41,0,27.07,21.95,22.7,19.78,11.88,240.32
1290.0,21.5,143.04,37.99,240.0,421.04,0,27.07,21.96,22.7,19.77,11.87,239.04
1295.0,21.58,135.64,36.03,240.0,411.66,0,27.07,21.96,22.7,19.76,11.86,237.75
1300.0,21.67,128.23,34.06,240.0,402.28,0,27.06,21.97,22.71,19.75,11.85,236.45
1305.0,21.75,120.81,32.09,240.0,392.9,0,27.06,21.98,22.71,19.74,11.85,235.14
1310.0,21.83,113.39,30.12,240.0,383.51,0,27.06,21.99,22.71,19.73,11.84,233.83
1315.0,21.92,105.97,28.15,240.0,374.12,0,27.06,21.99,22.71,19.72,11.83,232.5
1320.0,22.0,98.55,26.17,240.0,364.72,0,27.05,22.0,22.71,19.71,11.82,231.17
1325.0,22.08,91.12,24.2,240.0,355.32,0,27.05,22.01,22.71,19.69,11.81,229.82
1330.0,22.17,83.68,22.23,240.0,345.91,0,27.05,22.02,22.71,19.68,11.8,228.47
1335.0,22.25,76.25,20.25,240.0,336.5,0,27.04,22.03,22.71,19.67,11.79,227.11
1340.0,22.33,68.81,18.28,240.0,327.09,0,27.04,22.03,22.71,19.65,11.78,225.74
